TicketID,Date,CustomerID,Priority,Category,ResolutionHours
1341,2025-03-23,1082,Medium,Account,24.7
1342,2025-02-24,1251,Critical,Bug,8.9
1343,2024-03-22,1006,Critical,How-to,26.2
1344,2025-09-30,1106,High,Account,6.0
1345,2024-06-08,1090,High,Bug,4.7
1346,2024-02-01,1101,Medium,Outage,20.7
1347,2025-11-30,1142,Low,Outage,6.4
1348,2025-09-24,1110,Critical,How-to,8.2
1349,2025-01-03,1234,Low,How-to,9.4
1350,2026-01-13,1284,Low,How-to,9.0
1351,2024-06-12,1233,Low,Billing,9.2
1352,2024-11-21,1108,High,Account,25.2
1353,2024-11-18,1126,Low,Outage,12.3
1354,2025-02-06,1206,Low,Account,10.3
1355,2025-10-06,1026,Medium,Account,36.0
1356,2024-02-17,1175,Low,Billing,20.4
1357,2025-12-01,1065,Low,Billing,19.9
1358,2025-01-01,1276,Low,Bug,3.7
1359,2025-04-02,1151,Medium,Billing,18.3
1360,2024-03-04,1164,Low,Bug,16.2
1361,2024-05-18,1260,Medium,Bug,16.7
1362,2024-09-29,1137,Low,Outage,9.4
1363,2025-10-21,1226,High,Bug,8.8
1364,2024-08-23,1023,Low,Bug,10.0
1365,2024-08-09,1000,Low,Outage,11.7
1366,2025-10-17,1236,High,How-to,25.1
1367,2024-05-11,1238,Medium,How-to,42.3
1368,2024-07-30,1046,High,How-to,10.8
1369,2025-05-02,1056,Medium,Bug,17.1
1370,2024-12-27,1143,Critical,Bug,7.3
1371,2024-02-04,1212,Medium,Bug,7.8
1372,2025-04-15,1264,Low,How-to,7.7
1373,2024-06-14,1031,Low,Billing,12.0
1374,2025-10-22,1095,Medium,Bug,16.9
1375,2024-07-31,1170,Low,How-to,9.9
1376,2024-05-21,1148,Medium,How-to,23.0
1377,2024-06-25,1035,Medium,Bug,21.8
1378,2024-05-02,1296,Medium,How-to,15.3
1379,2025-12-26,1104,Low,Bug,19.1
1380,2024-03-10,1011,Medium,Bug,21.1
1381,2025-04-12,1278,High,Billing,19.3
1382,2024-06-18,1057,Low,Bug,15.0
1383,2026-03-01,1244,High,Bug,12.7
1384,2026-01-20,1055,Low,Outage,15.2
1385,2026-02-26,1047,Medium,Account,11.1
1386,2025-05-13,1285,Low,How-to,8.7
1387,2026-02-23,1052,Low,Billing,13.2
1388,2024-05-07,1025,Medium,Outage,12.2
1389,2024-03-17,1230,Low,How-to,24.5
1390,2024-10-25,1130,Medium,Bug,7.8
1391,2025-02-20,1268,Medium,Outage,3.0
1392,2024-09-07,1178,Medium,Billing,4.6
1393,2024-08-17,1106,Low,Bug,55.2
1394,2026-01-21,1250,Low,Bug,4.6
1395,2024-08-30,1077,Low,Account,6.0
1396,2024-12-20,1246,Low,Bug,17.0
1397,2025-03-01,1220,Medium,Outage,17.1
1398,2024-08-13,1111,Medium,Bug,21.1
1399,2025-03-02,1058,Medium,How-to,22.3
1400,2025-12-26,1154,Low,How-to,10.6
1401,2024-12-17,1081,High,How-to,5.2
1402,2024-09-28,1272,High,Billing,32.9
1403,2024-10-14,1217,Low,How-to,18.2
1404,2024-10-26,1230,Medium,How-to,6.1
1405,2025-01-09,1149,Medium,How-to,8.8
1406,2025-11-06,1096,Low,How-to,2.7
1407,2024-05-14,1103,Low,How-to,9.2
1408,2025-03-28,1017,High,How-to,17.1
1409,2024-11-16,1235,Medium,How-to,23.0
1410,2025-11-18,1278,Low,Bug,18.6
1411,2024-06-25,1097,Medium,Bug,13.3
1412,2025-11-09,1181,High,How-to,9.2
1413,2024-05-03,1299,Low,Outage,7.3
1414,2024-12-05,1212,Low,Billing,16.7
1415,2025-09-05,1056,Low,How-to,1.1
1416,2024-04-19,1276,Low,How-to,13.2
1417,2026-01-02,1289,Low,How-to,7.8
1418,2025-10-11,1257,Medium,How-to,13.3
1419,2025-12-12,1145,Low,Account,33.5
1420,2026-01-16,1245,Medium,Account,9.9
1421,2024-03-03,1231,Low,How-to,26.4
1422,2024-08-08,1032,Medium,Bug,9.3
1423,2024-10-21,1015,Low,Bug,4.1
1424,2025-03-21,1040,High,How-to,34.2
1425,2024-12-29,1213,Medium,Billing,6.6
1426,2024-02-07,1128,Low,How-to,9.3
1427,2024-08-24,1209,Medium,Account,39.2
1428,2024-11-19,1186,Medium,Bug,1.4
1429,2026-02-22,1191,Medium,Billing,10.2
1430,2024-05-06,1130,Low,How-to,4.9
1431,2024-01-04,1134,Medium,Outage,9.6
1432,2025-06-08,1177,Low,Bug,7.2
1433,2025-05-14,1100,Critical,Account,10.4
1434,2024-04-27,1086,High,Bug,23.9
1435,2024-10-04,1087,Medium,How-to,6.8
1436,2024-12-27,1141,Low,Account,9.6
1437,2024-09-14,1190,Critical,How-to,9.7
1438,2024-10-07,1151,Low,Bug,9.9
1439,2024-03-25,1268,Low,Bug,15.3
1440,2025-10-21,1228,Low,Billing,2.3
1441,2024-11-07,1143,High,How-to,35.0
1442,2025-01-18,1258,Low,Bug,26.0
1443,2025-01-05,1137,Low,How-to,15.7
1444,2025-10-14,1088,Medium,Account,24.1
1445,2025-08-21,1211,Medium,Bug,5.5
1446,2025-02-01,1096,Medium,Billing,18.0
1447,2024-05-11,1231,High,Account,16.2
1448,2024-03-03,1143,Medium,Billing,3.9
1449,2025-01-08,1156,Low,Bug,10.1
1450,2025-11-15,1090,Low,Billing,12.9
1451,2024-05-13,1185,Low,Account,10.9
1452,2024-09-03,1150,Low,Bug,7.3
1453,2024-02-29,1137,Medium,Bug,3.0
1454,2024-10-11,1278,Low,Bug,8.6
1455,2024-08-01,1266,Medium,Bug,10.3
1456,2024-02-03,1274,High,Bug,1.1
1457,2025-04-05,1085,Medium,Bug,20.2
1458,2026-01-22,1096,Medium,Outage,10.3
1459,2024-04-25,1156,Low,Bug,7.0
1460,2025-03-28,1294,Medium,How-to,16.0
1461,2024-04-26,1091,Medium,Billing,17.6
1462,2024-01-25,1115,Medium,Bug,45.6
1463,2024-07-10,1239,Medium,Billing,7.5
1464,2024-04-10,1173,Medium,Bug,8.3
1465,2025-10-21,1025,Low,Bug,10.8
1466,2024-08-03,1156,Critical,How-to,17.3
1467,2025-12-23,1217,Low,Outage,10.4
1468,2024-07-04,1193,Low,How-to,6.0
1469,2024-07-30,1082,Low,Bug,10.7
1470,2024-12-19,1002,High,Billing,28.4
1471,2024-05-31,1097,Low,Bug,3.9
1472,2024-11-12,1263,High,Billing,7.8
1473,2025-08-05,1147,Medium,Bug,32.1
1474,2025-01-30,1160,Medium,Billing,13.4
1475,2025-07-29,1188,Medium,How-to,16.9
1476,2024-10-08,1291,Low,Account,14.3
1477,2025-01-06,1119,Medium,Billing,8.3
1478,2025-10-28,1056,Medium,Account,10.4
1479,2025-01-10,1159,Medium,Bug,17.1
1480,2025-02-10,1247,Critical,Bug,6.2
1481,2024-11-12,1077,Low,How-to,3.3
1482,2025-11-10,1039,High,How-to,12.3
1483,2026-01-25,1238,Low,Bug,18.9
1484,2024-05-06,1100,Low,Bug,14.1
1485,2025-09-04,1124,High,Bug,19.1
1486,2025-02-19,1036,Low,Outage,7.4
1487,2025-11-22,1028,Low,Outage,30.2
1488,2024-07-29,1281,Medium,Account,4.4
1489,2025-05-09,1247,Medium,How-to,7.7
1490,2025-10-07,1187,Low,How-to,7.0
1491,2024-10-27,1146,Medium,Outage,12.7
1492,2024-06-04,1250,Medium,Bug,9.7
1493,2024-12-18,1122,High,Billing,43.0
1494,2024-11-11,1023,Low,Account,4.2
1495,2024-05-15,1129,Medium,Account,12.9
1496,2024-01-01,1196,Critical,Outage,8.5
1497,2024-01-09,1240,Medium,How-to,23.4
1498,2025-02-16,1086,Low,Billing,12.7
1499,2025-08-16,1033,Critical,Outage,30.6
1500,2024-01-16,1129,Low,Bug,12.6
1501,2024-05-31,1213,Medium,Billing,15.7
1502,2025-06-14,1282,Medium,Billing,13.9
1503,2025-04-17,1264,Low,Account,7.7
1504,2026-01-23,1116,Medium,How-to,9.3
1505,2025-03-19,1241,Critical,How-to,13.1
1506,2025-04-07,1038,Medium,Bug,3.5
1507,2024-03-23,1089,Low,Billing,12.7
1508,2026-02-28,1164,Medium,Bug,5.8
1509,2025-05-12,1187,Medium,Billing,12.6
1510,2024-05-10,1097,Low,Bug,9.9
1511,2024-06-10,1191,Critical,How-to,4.0
1512,2025-09-15,1152,Low,Account,3.7
1513,2024-06-29,1057,Low,How-to,7.3
1514,2024-05-21,1159,Low,How-to,13.3
1515,2025-12-16,1130,Medium,Billing,11.7
1516,2025-02-10,1222,Medium,How-to,13.0
1517,2024-04-01,1286,Low,Account,8.8
1518,2025-01-30,1259,Low,How-to,12.9
1519,2025-03-03,1198,Low,Billing,14.0
1520,2025-08-03,1002,Low,Bug,43.3
1521,2026-01-10,1082,Low,Bug,18.1
1522,2024-04-09,1235,Low,Outage,17.6
1523,2024-06-08,1120,Low,Account,23.9
1524,2024-10-22,1136,Medium,Outage,11.6
1525,2024-10-22,1028,High,Outage,15.2
1526,2025-05-24,1209,High,Billing,11.3
1527,2024-02-23,1056,Low,Bug,15.5
1528,2025-02-28,1020,Medium,Billing,12.3
1529,2024-04-20,1160,Low,Account,1.9
1530,2024-06-26,1120,Medium,How-to,9.9
1531,2024-06-01,1112,Low,How-to,23.2
1532,2025-10-04,1092,Medium,Account,12.3
1533,2025-06-21,1154,High,How-to,31.7
1534,2025-11-10,1198,Medium,How-to,28.9
1535,2025-12-05,1098,Low,Bug,22.4
1536,2025-10-19,1286,Low,How-to,7.9
1537,2025-12-01,1054,Medium,Outage,19.1
1538,2025-09-11,1192,High,How-to,26.9
1539,2024-10-16,1221,Medium,Bug,6.8
1540,2025-06-06,1114,Medium,Bug,5.1
1541,2024-03-30,1211,Low,Account,18.1
1542,2025-06-10,1210,Low,Outage,30.6
1543,2024-01-24,1146,Low,How-to,8.3
1544,2026-01-01,1168,Low,How-to,15.2
1545,2025-07-04,1250,Medium,How-to,18.3
1546,2024-02-11,1202,Medium,Billing,5.2
1547,2024-10-29,1141,Low,How-to,16.1
1548,2025-01-31,1181,Low,Account,8.7
1549,2024-03-11,1003,Low,How-to,22.3
1550,2024-06-24,1222,Medium,How-to,17.6
1551,2024-02-05,1160,High,Bug,6.6
1552,2024-07-29,1008,Low,Account,12.5
1553,2024-02-09,1157,Medium,How-to,23.3
1554,2024-07-30,1284,High,Outage,21.7
1555,2024-05-13,1088,Medium,Bug,14.3
1556,2025-07-04,1156,Low,How-to,8.8
1557,2025-05-06,1107,Medium,How-to,16.5
1558,2024-11-01,1037,Medium,Account,1.5
1559,2025-08-05,1091,Low,Bug,15.5
1560,2024-12-04,1091,Medium,Bug,24.5
1561,2024-05-08,1270,High,How-to,25.3
1562,2024-03-01,1198,Low,Billing,7.2
1563,2025-06-15,1058,Low,How-to,11.9
1564,2024-04-04,1214,Low,Outage,18.5
1565,2024-05-04,1082,High,Outage,2.0
1566,2024-05-24,1285,Medium,Bug,12.5
1567,2025-12-31,1271,Medium,Billing,13.9
1568,2024-05-04,1272,Medium,Outage,10.5
1569,2025-01-06,1189,Medium,How-to,29.3
1570,2026-02-18,1058,Low,How-to,6.6
1571,2025-07-08,1176,Medium,How-to,22.3
1572,2024-04-19,1122,Medium,Bug,21.6
1573,2025-04-20,1099,Low,How-to,13.1
1574,2025-12-18,1231,Critical,Outage,6.0
1575,2024-05-03,1217,Medium,Account,2.4
1576,2025-01-12,1101,Medium,Outage,4.7
1577,2024-10-27,1176,Low,How-to,15.3
1578,2025-05-05,1165,High,Bug,20.8
1579,2024-01-05,1006,Low,Bug,21.8
1580,2025-04-10,1111,Low,How-to,16.3
1581,2024-05-28,1086,Medium,How-to,3.3
1582,2024-12-11,1047,Medium,Bug,18.0
1583,2025-02-20,1172,Medium,Billing,29.4
1584,2024-07-22,1274,Medium,How-to,12.2
1585,2024-10-29,1094,Medium,Bug,9.0
1586,2024-08-01,1106,High,Bug,14.4
1587,2024-06-07,1267,Low,Account,14.4
1588,2024-12-15,1128,Medium,Account,9.9
1589,2025-02-07,1239,Medium,Outage,18.8
1590,2025-10-02,1186,Low,Billing,41.8
1591,2024-09-26,1197,Medium,Outage,20.9
1592,2025-02-26,1249,Medium,Billing,16.6
1593,2025-01-15,1072,High,Bug,5.3
1594,2024-11-22,1092,Low,Bug,26.8
1595,2025-09-12,1222,Low,Outage,7.6
1596,2024-06-18,1088,Low,Account,7.3
1597,2026-02-26,1270,Low,How-to,16.0
1598,2025-04-15,1000,High,Bug,8.1
1599,2024-07-07,1042,Medium,How-to,22.2
1600,2024-06-30,1180,High,Account,6.5
1601,2025-01-13,1108,High,Bug,10.9
1602,2025-12-17,1086,Medium,Bug,25.3
1603,2025-11-20,1053,Medium,How-to,27.4
1604,2024-11-14,1215,Medium,Account,14.5
1605,2024-09-25,1107,High,How-to,28.8
1606,2024-06-03,1042,Low,Account,7.7
1607,2025-09-13,1091,Medium,Account,5.1
1608,2024-04-09,1222,Critical,Account,6.6
1609,2024-10-05,1064,Medium,Outage,7.8
1610,2025-07-31,1201,Medium,How-to,5.2
1611,2024-08-30,1225,Medium,Bug,7.0
1612,2024-05-06,1047,Medium,Bug,10.2
1613,2025-04-06,1187,Low,Billing,9.0
1614,2024-05-25,1135,Low,How-to,8.6
1615,2024-09-11,1051,Medium,Bug,52.8
1616,2025-08-06,1257,High,How-to,12.0
1617,2024-08-28,1145,High,Bug,1.3
1618,2024-03-05,1062,Low,How-to,5.4
1619,2025-12-28,1157,Low,Billing,13.4
1620,2024-03-17,1060,Low,How-to,16.1
1621,2024-09-27,1291,Low,Billing,8.8
1622,2024-10-25,1168,Low,Billing,10.7
1623,2024-05-02,1103,Low,How-to,15.0
1624,2025-07-15,1255,Low,Bug,19.8
1625,2025-08-06,1287,Medium,Outage,14.3
1626,2025-10-18,1025,Low,Bug,19.1
1627,2024-02-08,1006,Low,Outage,4.0
1628,2025-02-09,1094,Low,Bug,29.2
1629,2024-05-01,1043,Medium,Account,6.9
1630,2025-06-28,1297,Low,Bug,5.6
1631,2025-04-19,1035,High,Outage,5.8
1632,2025-10-13,1015,Critical,Account,27.3
1633,2024-12-09,1173,Medium,Bug,11.9
1634,2024-08-25,1115,Medium,Account,16.7
1635,2024-07-11,1113,High,Bug,13.2
1636,2024-05-23,1188,Medium,How-to,10.4
1637,2024-02-09,1280,Low,Account,12.3
1638,2025-11-11,1192,Low,Outage,5.4
1639,2025-06-21,1138,Medium,How-to,1.4
1640,2024-03-02,1019,Low,Bug,18.4
1641,2024-10-07,1280,Low,Billing,7.6
1642,2024-03-28,1059,Low,How-to,8.9
1643,2024-11-12,1263,Medium,Billing,19.2
1644,2024-10-04,1197,Low,Billing,26.9
1645,2025-11-06,1017,Medium,How-to,7.1
1646,2025-02-24,1220,High,Billing,9.1
1647,2024-06-26,1084,Medium,Bug,3.6
1648,2025-12-27,1091,Low,How-to,13.5
1649,2024-01-21,1109,Critical,Account,3.2
1650,2025-02-18,1277,High,How-to,4.2
1651,2024-02-22,1275,Medium,Bug,24.2
1652,2024-02-22,1265,Low,Bug,6.8
1653,2024-06-06,1155,High,How-to,6.9
1654,2025-12-08,1260,Low,How-to,11.1
1655,2024-08-13,1081,Medium,Bug,21.8
1656,2024-10-06,1160,Medium,Billing,7.1
1657,2024-08-25,1079,High,Outage,9.4
1658,2024-12-01,1264,Low,Billing,6.2
1659,2024-09-29,1200,Low,Bug,31.9
1660,2025-05-08,1091,Low,How-to,14.6
1661,2024-01-28,1252,Low,Bug,13.9
1662,2025-05-03,1012,Medium,Account,10.4
1663,2024-06-16,1101,Low,How-to,15.9
1664,2024-03-25,1066,Low,Billing,10.7
1665,2024-01-30,1292,Medium,Bug,6.8
1666,2025-06-30,1191,High,Outage,21.4
1667,2025-02-06,1288,Low,How-to,9.4
1668,2024-11-02,1021,Medium,How-to,3.5
1669,2025-04-08,1031,Low,Bug,19.9
1670,2025-09-21,1238,Medium,How-to,28.7
1671,2024-10-03,1162,Low,Account,26.4
1672,2024-01-05,1051,Low,Billing,3.8
1673,2024-07-06,1048,Low,Bug,14.0
1674,2025-08-19,1077,Low,Bug,13.4
1675,2025-02-24,1299,Medium,Billing,15.1
1676,2025-04-15,1100,Medium,How-to,14.0
1677,2025-11-17,1194,Low,Billing,21.3
1678,2024-09-19,1106,Medium,Billing,7.2
1679,2024-01-07,1106,Low,Billing,16.0
1680,2024-12-27,1019,Medium,Bug,4.5
1681,2024-09-07,1034,Critical,How-to,5.0
1682,2025-09-25,1020,Low,Account,5.9
1683,2024-01-01,1226,Medium,Bug,6.9
1684,2025-02-05,1013,High,Bug,9.7
1685,2024-03-29,1201,High,How-to,26.8
1686,2025-01-23,1090,Critical,Bug,6.9
1687,2025-04-06,1291,High,Account,5.3
1688,2024-02-06,1247,Medium,Bug,19.5
1689,2025-05-21,1050,Low,How-to,8.8
1690,2024-03-03,1024,Medium,Bug,20.0
1691,2025-08-03,1243,Low,How-to,13.2
1692,2025-06-25,1071,Medium,Outage,12.8
1693,2024-07-09,1135,Low,Outage,5.5
1694,2024-06-19,1281,Medium,How-to,11.2
1695,2025-09-25,1274,Medium,Bug,7.8
1696,2025-07-31,1022,Medium,How-to,4.8
1697,2024-09-07,1182,Low,How-to,10.2
1698,2025-11-18,1174,Critical,How-to,6.6
1699,2025-12-20,1155,Medium,Bug,7.6
1700,2024-02-07,1069,Low,Billing,3.6
1701,2025-04-21,1051,Low,How-to,5.9
1702,2024-10-29,1000,Critical,Outage,4.3
1703,2025-12-03,1282,Medium,How-to,41.2
1704,2025-09-25,1191,Medium,How-to,11.3
1705,2024-09-24,1024,Medium,Bug,7.1
1706,2025-03-23,1040,Medium,Account,28.3
1707,2024-07-16,1203,Low,Bug,5.9
1708,2024-12-19,1243,Medium,Billing,2.7
1709,2025-06-14,1031,Medium,Billing,22.2
1710,2025-01-31,1128,Medium,How-to,7.4
1711,2025-08-05,1105,Low,Account,9.0
1712,2025-08-09,1215,Medium,Bug,9.6
1713,2025-02-27,1014,Medium,How-to,16.5
1714,2026-02-20,1145,Low,Outage,10.3
1715,2025-12-06,1228,High,How-to,11.3
1716,2026-02-27,1041,Critical,Bug,46.4
1717,2024-07-15,1283,Low,Account,11.6
1718,2025-08-21,1063,Low,Bug,31.2
1719,2025-11-13,1243,Medium,Account,3.5
1720,2025-09-28,1017,Medium,Bug,13.4
1721,2024-05-29,1048,Medium,Bug,22.4
1722,2025-02-06,1299,Medium,How-to,10.2
1723,2025-01-09,1000,Low,Bug,25.2
1724,2025-11-03,1123,Medium,Billing,10.2
1725,2025-01-16,1244,Low,Bug,4.8
1726,2025-05-05,1191,Low,How-to,8.4
1727,2024-04-19,1226,Medium,Billing,4.4
1728,2024-11-29,1283,Low,How-to,9.3
1729,2026-01-25,1206,Medium,How-to,26.8
1730,2024-12-19,1233,Critical,Bug,18.7
1731,2024-03-29,1018,Low,Billing,16.9
1732,2025-05-10,1275,Low,Bug,7.1
1733,2024-04-05,1071,Medium,How-to,56.4
1734,2025-03-17,1244,Medium,Bug,5.3
1735,2025-07-30,1059,Low,How-to,24.6
1736,2025-10-20,1057,Medium,Billing,2.2
1737,2024-09-08,1140,Low,Bug,22.9
1738,2024-06-03,1000,Low,Outage,8.8
1739,2024-08-27,1284,Medium,Account,11.5
1740,2024-11-04,1124,Low,Outage,2.8
1741,2024-12-25,1271,Low,Outage,2.8
1742,2024-08-27,1208,Medium,Bug,35.3
1743,2025-06-07,1092,Low,Account,5.5
1744,2025-02-17,1001,Medium,Account,27.3
1745,2026-01-04,1215,Low,How-to,16.9
1746,2024-12-24,1091,Medium,How-to,9.2
1747,2026-02-02,1259,Medium,How-to,25.1
1748,2024-12-16,1238,Medium,Bug,24.2
1749,2024-01-26,1267,High,How-to,7.1
1750,2024-04-15,1091,Low,Account,2.2
1751,2024-09-17,1221,Low,Bug,7.8
1752,2024-10-14,1108,Low,Account,22.4
1753,2024-08-30,1014,Medium,Billing,14.0
1754,2024-08-17,1265,High,Bug,18.0
1755,2024-02-18,1181,Medium,How-to,4.3
1756,2024-04-29,1096,Medium,How-to,20.9
1757,2025-04-17,1287,Critical,How-to,10.0
1758,2024-11-29,1257,Low,How-to,23.8
1759,2024-09-15,1186,Medium,Bug,8.7
1760,2024-03-08,1210,Medium,How-to,5.2
1761,2024-05-16,1243,Medium,How-to,9.7
1762,2024-03-06,1281,Medium,How-to,31.0
1763,2024-09-13,1256,Critical,Bug,5.3
1764,2024-02-11,1232,Low,Outage,7.4
1765,2025-02-03,1279,Medium,Outage,13.6
1766,2025-09-13,1272,High,Bug,3.6
1767,2024-09-14,1125,Low,Billing,5.9
1768,2025-09-18,1029,High,Bug,15.7
1769,2025-01-09,1232,Low,Outage,15.9
1770,2024-03-17,1011,Low,How-to,34.6
1771,2024-03-04,1228,Low,How-to,18.0
1772,2024-05-01,1268,Medium,Account,11.6
1773,2025-06-21,1131,Low,Bug,26.6
1774,2025-01-14,1230,Low,How-to,9.6
1775,2025-08-08,1048,Medium,Bug,7.0
1776,2026-01-25,1030,Medium,Account,56.4
1777,2025-12-06,1005,Medium,How-to,15.8
1778,2024-03-18,1197,High,Billing,2.6
1779,2024-10-24,1132,Medium,Billing,10.4
1780,2024-10-08,1008,Low,How-to,21.5
1781,2024-03-23,1055,Low,Outage,21.7
1782,2024-05-03,1097,Critical,How-to,14.8
1783,2025-09-07,1229,High,Account,2.9
1784,2025-06-29,1233,Critical,How-to,3.6
1785,2024-06-28,1009,Medium,Billing,51.7
1786,2024-05-31,1293,Low,Billing,8.0
1787,2024-12-22,1248,Low,Bug,10.1
1788,2025-07-07,1126,Low,How-to,9.7
1789,2025-03-17,1252,Critical,How-to,2.8
1790,2024-04-22,1220,Low,Bug,20.2
1791,2024-08-13,1015,High,How-to,13.5
1792,2024-09-24,1110,Low,How-to,13.4
1793,2024-01-26,1118,Critical,Billing,9.6
1794,2025-08-07,1152,Low,Bug,10.1
1795,2024-09-21,1037,Medium,Billing,11.6
1796,2025-04-20,1100,High,Account,14.7
1797,2024-11-06,1161,Low,Bug,4.2
1798,2024-04-28,1048,Low,How-to,10.1
1799,2025-05-03,1220,High,Billing,7.9
1800,2024-08-29,1268,High,Outage,3.8
1801,2025-09-10,1295,Low,Billing,29.0
1802,2025-07-24,1065,Medium,How-to,22.8
1803,2025-07-20,1110,Low,Account,16.9
1804,2025-10-08,1139,Medium,How-to,11.1
1805,2025-08-20,1132,High,Account,13.4
1806,2025-03-16,1044,Medium,Bug,21.2
1807,2025-10-21,1109,Medium,How-to,8.1
1808,2025-12-08,1281,Medium,Account,7.5
1809,2025-09-25,1013,High,Bug,25.1
1810,2024-01-10,1054,Low,Account,24.9
1811,2025-08-23,1152,Low,How-to,4.4
1812,2025-11-23,1178,High,How-to,3.6
1813,2025-12-18,1055,Low,Bug,9.7
1814,2024-10-02,1116,Medium,Bug,9.7
1815,2024-10-01,1269,Medium,Bug,24.4
1816,2026-01-04,1064,Low,How-to,25.4
1817,2024-10-31,1193,Low,Bug,6.5
1818,2024-03-21,1215,Low,How-to,4.8
1819,2024-09-18,1176,High,Bug,20.5
1820,2025-03-03,1222,Medium,How-to,18.2
1821,2025-02-05,1106,Medium,Bug,37.4
1822,2025-06-08,1188,Medium,Billing,14.7
1823,2025-10-17,1236,Low,Account,10.9
1824,2024-07-03,1226,Medium,Bug,15.2
1825,2026-02-25,1286,Medium,Account,2.0
1826,2024-08-04,1157,High,Account,22.5
1827,2024-02-01,1095,Medium,How-to,14.4
1828,2026-01-17,1252,Medium,Outage,35.8
1829,2025-01-02,1141,Low,Outage,8.3
1830,2024-12-01,1052,Low,Outage,4.0
1831,2024-10-11,1279,Medium,Billing,5.6
1832,2024-03-28,1298,Low,How-to,6.4
1833,2025-11-09,1002,High,Billing,21.4
1834,2024-10-14,1198,High,Billing,7.5
1835,2025-10-17,1009,Medium,Bug,12.2
1836,2025-11-22,1155,Medium,Billing,9.7
1837,2025-08-19,1025,Medium,How-to,22.7
1838,2025-08-09,1294,Low,Outage,9.6
1839,2025-10-17,1065,Medium,Billing,13.2
1840,2026-02-02,1035,Low,How-to,10.3
1841,2025-05-30,1044,Critical,Bug,7.7
1842,2025-08-07,1219,Medium,Outage,9.3
1843,2024-11-13,1228,Low,Billing,23.7
1844,2024-12-27,1084,Low,Bug,5.8
1845,2024-03-10,1146,Critical,Account,9.0
1846,2026-02-11,1071,Medium,How-to,32.1
1847,2024-12-31,1113,Low,How-to,39.2
1848,2025-01-04,1012,Medium,How-to,10.5
1849,2025-10-21,1212,Low,How-to,21.9
1850,2025-11-21,1051,Low,Bug,6.6
1851,2024-09-10,1021,Low,Outage,20.1
1852,2024-08-05,1286,Medium,Account,10.9
1853,2025-12-13,1151,High,Bug,3.6
1854,2024-12-21,1101,Low,Bug,8.4
1855,2026-02-28,1112,Medium,How-to,21.2
1856,2025-02-25,1262,Medium,Bug,4.6
1857,2025-07-15,1030,Critical,Account,16.9
1858,2025-03-22,1007,Medium,Bug,7.5
1859,2025-07-01,1100,Medium,Bug,19.7
1860,2024-10-30,1150,Low,Outage,3.0
1861,2024-10-29,1011,Low,Outage,19.9
1862,2025-02-22,1221,Low,Account,5.4
1863,2024-05-01,1109,Low,Account,2.9
1864,2024-03-17,1040,Medium,How-to,27.2
1865,2024-01-24,1170,Low,How-to,10.6
1866,2025-12-08,1122,Medium,How-to,17.2
1867,2025-05-20,1022,High,How-to,9.6
1868,2024-02-15,1199,Medium,Bug,6.3
1869,2024-08-23,1062,Low,How-to,4.8
1870,2024-02-18,1238,High,Bug,6.6
1871,2025-10-08,1084,Medium,How-to,6.5
1872,2025-11-26,1247,High,Account,28.3
1873,2025-12-05,1295,Medium,Outage,3.7
1874,2025-11-06,1117,Low,Account,22.0
1875,2025-03-07,1142,Low,How-to,16.4
1876,2025-10-18,1096,Critical,Billing,26.8
1877,2024-11-14,1093,Low,Outage,6.5
1878,2024-09-01,1108,Medium,Billing,9.6
1879,2024-12-27,1185,Medium,How-to,2.4
1880,2025-10-02,1231,Medium,Billing,12.3
1881,2024-06-05,1291,High,How-to,15.0
1882,2025-09-27,1111,Medium,Billing,6.2
1883,2025-08-17,1162,High,Bug,16.5
1884,2026-01-05,1045,Low,How-to,10.2
1885,2025-03-14,1055,Low,Bug,9.9
1886,2025-12-11,1044,Low,Outage,14.8
1887,2025-02-13,1154,Low,Bug,5.1
1888,2024-06-25,1013,High,Account,10.4
1889,2024-10-13,1185,High,Outage,15.8
1890,2024-08-10,1120,Medium,Billing,8.2
1891,2025-06-16,1166,Medium,Outage,7.2
1892,2025-11-29,1131,Medium,Billing,23.0
1893,2024-08-06,1225,Low,Outage,8.0
1894,2024-08-04,1109,Medium,Account,7.7
1895,2026-01-25,1245,Low,How-to,8.6
1896,2025-01-04,1046,High,Account,2.5
1897,2024-04-28,1049,Low,Outage,13.9
1898,2024-12-09,1264,Low,Account,6.0
1899,2025-05-05,1221,High,Account,16.8
1900,2024-03-21,1002,Medium,How-to,8.0
1901,2024-08-21,1127,Low,Bug,6.7
1902,2025-09-06,1150,Low,How-to,18.3
1903,2025-07-06,1152,Low,Outage,8.4
1904,2024-05-08,1207,Low,Billing,1.3
1905,2024-10-05,1254,Medium,Bug,0.6
1906,2025-07-21,1222,High,Outage,20.0
1907,2024-03-12,1174,Medium,Account,19.2
1908,2024-10-13,1274,Medium,How-to,14.2
1909,2025-08-18,1192,High,Account,48.0
1910,2024-02-20,1116,High,Bug,7.9
1911,2025-04-19,1115,Medium,Account,11.1
1912,2024-06-06,1211,Critical,Bug,8.8
1913,2024-05-08,1291,Low,Billing,10.7
1914,2025-02-23,1064,Critical,Bug,15.3
1915,2025-08-16,1029,Medium,How-to,10.1
1916,2025-07-31,1092,Low,Account,28.8
1917,2025-05-26,1139,Low,Billing,8.8
1918,2024-10-14,1208,Low,Bug,4.5
