TransactionID,Date,CustomerID,ProductID,RegionID,Units,UnitCost,Category,UnitPrice,DiscountPct,Revenue,COGS,GrossProfit
5358,2024-05-30,1123,116,2,3,27.96,Add-on,56.94,0.044,163.3,83.88,79.42
5359,2025-10-30,1087,100,4,1,7.37,Services,15.29,0.06,14.37,7.37,7.0
5360,2024-07-24,1140,107,5,3,65.35,Subscription,97.74,0.087,267.71,196.05,71.66
5361,2024-06-27,1272,115,1,2,95.3,Subscription,148.93,0.13,259.14,190.6,68.54
5362,2024-07-15,1050,114,3,3,57.45,Add-on,109.74,0.028,320.0,172.35,147.65
5363,2026-01-04,1054,118,2,1,73.13,Add-on,93.52,0.013,92.3,73.13,19.17
5364,2024-03-29,1149,109,1,3,38.49,Hardware,50.09,0.056,141.85,115.47,26.38
5365,2025-03-09,1152,101,4,3,116.54,Add-on,234.57,0.098,634.75,349.62,285.13
5366,2026-02-26,1218,103,5,4,29.42,Services,34.23,0.11,121.86,117.68,4.18
5367,2026-01-17,1218,103,5,3,29.42,Services,34.99,0.065,98.15,88.26,9.89
5368,2024-07-01,1257,119,3,3,10.34,Services,18.14,0.028,52.9,31.02,21.88
5369,2024-07-27,1044,111,3,3,21.04,Services,45.47,0.047,130.0,63.12,66.88
5370,2025-05-07,1268,116,1,1,27.96,Add-on,59.54,0.072,55.25,27.96,27.29
5371,2024-05-09,1159,103,2,3,29.42,Services,47.46,0.046,135.83,88.26,47.57
5372,2025-10-26,1277,107,2,2,65.35,Subscription,129.99,0.034,251.14,130.7,120.44
5373,2024-01-13,1054,115,2,1,95.3,Subscription,179.29,0.039,172.3,95.3,77.0
5374,2025-09-25,1144,114,3,4,57.45,Add-on,114.54,0.0,458.16,229.8,228.36
5375,2026-01-01,1234,113,1,4,47.13,Services,66.21,0.026,257.95,188.52,69.43
5376,2024-04-15,1178,118,5,1,73.13,Add-on,109.18,0.059,102.74,73.13,29.61
5377,2025-01-09,1207,110,3,4,75.36,Services,148.14,0.038,570.04,301.44,268.6
5378,2025-08-04,1135,112,3,4,38.6,Services,55.47,0.051,210.56,154.4,56.16
5379,2025-12-07,1274,107,1,5,65.35,Subscription,127.16,0.094,576.03,326.75,249.28
5380,2025-11-28,1182,108,5,2,54.67,Services,106.08,0.045,202.61,109.34,93.27
5381,2024-04-08,1060,101,4,3,116.54,Add-on,227.57,0.046,651.31,349.62,301.69
5382,2025-08-16,1062,119,1,6,10.34,Services,16.63,0.061,93.69,62.04,31.65
5383,2025-08-09,1214,101,2,5,116.54,Add-on,157.6,0.093,714.72,582.7,132.02
5384,2024-07-10,1138,107,3,3,65.35,Subscription,81.71,0.072,227.48,196.05,31.43
5385,2024-11-20,1133,117,5,2,64.14,Add-on,86.83,0.052,164.63,128.28,36.35
5386,2025-12-26,1033,106,4,4,39.99,Subscription,66.6,0.0,266.4,159.96,106.44
5387,2025-04-11,1192,110,4,7,75.36,Services,107.32,0.04,721.19,527.52,193.67
5388,2025-01-01,1086,119,3,1,10.34,Services,21.21,0.053,20.09,10.34,9.75
5389,2024-11-13,1209,100,1,5,7.37,Services,14.15,0.021,69.26,36.85,32.41
5390,2024-05-23,1080,115,5,2,95.3,Subscription,183.71,0.0,367.42,190.6,176.82
5391,2025-01-18,1189,115,4,2,95.3,Subscription,139.22,0.039,267.58,190.6,76.98
5392,2024-08-03,1232,109,5,2,38.49,Hardware,63.26,0.084,115.89,76.98,38.91
5393,2024-12-26,1168,116,3,3,27.96,Add-on,50.77,0.061,143.02,83.88,59.14
5394,2024-11-19,1250,109,1,2,38.49,Hardware,62.22,0.164,104.03,76.98,27.05
5395,2024-01-15,1167,105,4,4,26.09,Add-on,51.77,0.05,196.73,104.36,92.37
5396,2024-08-04,1230,113,4,2,47.13,Services,83.44,0.122,146.52,94.26,52.26
5397,2025-05-06,1149,114,1,3,57.45,Add-on,102.11,0.089,279.07,172.35,106.72
5398,2025-06-30,1151,103,2,2,29.42,Services,35.61,0.026,69.37,58.84,10.53
5399,2024-07-01,1037,101,3,2,116.54,Add-on,231.22,0.06,434.69,233.08,201.61
5400,2024-09-26,1296,118,1,5,73.13,Add-on,93.59,0.04,449.23,365.65,83.58
5401,2025-04-11,1274,112,1,3,38.6,Services,52.52,0.079,145.11,115.8,29.31
5402,2025-09-03,1104,111,5,3,21.04,Services,26.81,0.008,79.79,63.12,16.67
5403,2025-06-02,1061,112,1,5,38.6,Services,78.25,0.0,391.25,193.0,198.25
5404,2025-06-25,1015,114,5,3,57.45,Add-on,119.41,0.135,309.87,172.35,137.52
5405,2025-04-11,1149,101,1,2,116.54,Add-on,253.62,0.088,462.6,233.08,229.52
5406,2024-10-31,1141,107,2,1,65.35,Subscription,86.51,0.089,78.81,65.35,13.46
5407,2024-05-23,1115,102,3,4,100.73,Subscription,205.75,0.079,757.98,402.92,355.06
5408,2024-04-20,1064,100,2,3,7.37,Services,12.98,0.083,35.71,22.11,13.6
5409,2024-08-19,1193,110,3,3,75.36,Services,158.06,0.134,410.64,226.08,184.56
5410,2025-11-21,1160,108,3,4,54.67,Services,79.65,0.181,260.93,218.68,42.25
5411,2025-08-06,1277,116,2,2,27.96,Add-on,40.29,0.0,80.58,55.92,24.66
5412,2025-12-22,1295,106,3,4,39.99,Subscription,79.81,0.036,307.75,159.96,147.79
5413,2026-01-01,1038,103,3,2,29.42,Services,41.49,0.042,79.49,58.84,20.65
5414,2025-08-14,1168,112,3,2,38.6,Services,47.32,0.074,87.64,77.2,10.44
5415,2025-05-14,1067,104,5,1,25.91,Services,41.78,0.145,35.72,25.91,9.81
5416,2025-08-17,1006,111,1,5,21.04,Services,37.56,0.098,169.4,105.2,64.2
5417,2025-07-07,1084,119,3,1,10.34,Services,19.56,0.093,17.74,10.34,7.4
5418,2024-09-29,1198,104,2,6,25.91,Services,33.64,0.134,174.79,155.46,19.33
5419,2025-12-03,1131,110,4,3,75.36,Services,127.38,0.0,382.14,226.08,156.06
5420,2024-06-21,1075,101,4,2,116.54,Add-on,174.8,0.053,331.07,233.08,97.99
5421,2024-01-07,1249,103,3,2,29.42,Services,47.7,0.046,91.01,58.84,32.17
5422,2024-06-03,1208,109,4,2,38.49,Hardware,48.15,0.052,91.29,76.98,14.31
5423,2025-06-05,1083,106,3,5,39.99,Subscription,77.07,0.044,368.39,199.95,168.44
5424,2025-06-29,1222,111,2,6,21.04,Services,38.36,0.058,216.81,126.24,90.57
5425,2025-07-01,1252,107,5,2,65.35,Subscription,111.57,0.103,200.16,130.7,69.46
5426,2025-06-01,1030,115,1,3,95.3,Subscription,127.66,0.015,377.24,285.9,91.34
5427,2024-08-02,1200,101,2,3,116.54,Add-on,155.17,0.139,400.8,349.62,51.18
5428,2024-05-13,1051,102,3,2,100.73,Subscription,137.13,0.081,252.04,201.46,50.58
5429,2024-10-11,1071,116,1,4,27.96,Add-on,55.28,0.108,197.24,111.84,85.4
5430,2024-05-05,1020,114,2,3,57.45,Add-on,87.81,0.001,263.17,172.35,90.82
5431,2025-03-14,1015,117,5,1,64.14,Add-on,99.01,0.097,89.41,64.14,25.27
5432,2025-11-16,1015,109,5,2,38.49,Hardware,58.62,0.121,103.05,76.98,26.07
5433,2024-05-31,1174,101,2,1,116.54,Add-on,149.64,0.0,149.64,116.54,33.1
5434,2024-11-26,1077,116,2,4,27.96,Add-on,57.14,0.05,217.13,111.84,105.29
5435,2025-06-21,1239,115,5,5,95.3,Subscription,166.53,0.089,758.54,476.5,282.04
5436,2025-01-17,1036,106,2,3,39.99,Subscription,87.76,0.095,238.27,119.97,118.3
5437,2024-04-24,1231,118,1,1,73.13,Add-on,123.82,0.079,114.04,73.13,40.91
5438,2025-04-26,1212,115,4,2,95.3,Subscription,178.56,0.072,331.41,190.6,140.81
5439,2024-10-10,1192,100,4,2,7.37,Services,14.74,0.042,28.24,14.74,13.5
5440,2024-03-15,1059,103,2,2,29.42,Services,59.06,0.092,107.25,58.84,48.41
5441,2024-06-14,1188,112,5,3,38.6,Services,62.16,0.07,173.43,115.8,57.63
5442,2024-07-07,1266,109,5,2,38.49,Hardware,59.64,0.057,112.48,76.98,35.5
5443,2024-03-18,1125,110,1,3,75.36,Services,98.36,0.02,289.18,226.08,63.1
5444,2025-08-24,1202,118,5,4,73.13,Add-on,143.18,0.122,502.85,292.52,210.33
5445,2025-11-18,1031,114,1,1,57.45,Add-on,103.83,0.097,93.76,57.45,36.31
5446,2024-01-21,1260,110,5,6,75.36,Services,100.16,0.067,560.7,452.16,108.54
5447,2025-07-19,1093,102,5,4,100.73,Subscription,168.37,0.078,620.95,402.92,218.03
5448,2024-07-02,1099,101,5,4,116.54,Add-on,203.75,0.028,792.18,466.16,326.02
5449,2024-08-09,1284,110,4,2,75.36,Services,155.12,0.03,300.93,150.72,150.21
5450,2024-11-23,1024,109,1,3,38.49,Hardware,47.74,0.045,136.78,115.47,21.31
5451,2024-06-27,1116,102,1,3,100.73,Subscription,132.95,0.0,398.85,302.19,96.66
5452,2026-02-26,1198,104,2,2,25.91,Services,44.32,0.024,86.51,51.82,34.69
5453,2024-04-21,1278,114,5,8,57.45,Add-on,68.83,0.033,532.47,459.6,72.87
5454,2026-01-05,1069,103,4,4,29.42,Services,45.68,0.0,182.72,117.68,65.04
5455,2025-12-26,1078,116,5,4,27.96,Add-on,32.62,0.132,113.26,111.84,1.42
5456,2024-02-28,1013,100,5,1,7.37,Services,10.47,0.071,9.73,7.37,2.36
5457,2024-11-22,1028,100,5,1,7.37,Services,9.72,0.084,8.9,7.37,1.53
5458,2025-09-12,1143,111,3,2,21.04,Services,30.51,0.1,54.92,42.08,12.84
5459,2025-10-30,1009,109,5,3,38.49,Hardware,75.27,0.119,198.94,115.47,83.47
5460,2024-07-09,1046,108,1,4,54.67,Services,82.81,0.0,331.24,218.68,112.56
5461,2024-07-18,1259,108,5,7,54.67,Services,114.11,0.08,734.87,382.69,352.18
5462,2024-11-07,1011,119,1,1,10.34,Services,14.9,0.001,14.89,10.34,4.55
5463,2025-12-08,1297,119,4,4,10.34,Services,13.28,0.071,49.35,41.36,7.99
5464,2024-02-04,1225,113,2,3,47.13,Services,57.17,0.0,171.51,141.39,30.12
5465,2025-01-13,1259,118,5,4,73.13,Add-on,160.28,0.054,606.5,292.52,313.98
5466,2025-01-21,1083,109,3,3,38.49,Hardware,48.14,0.093,130.99,115.47,15.52
5467,2026-01-27,1005,102,2,4,100.73,Subscription,154.07,0.086,563.28,402.92,160.36
5468,2024-08-24,1246,119,2,2,10.34,Services,21.09,0.0,42.18,20.68,21.5
5469,2025-09-07,1034,116,2,5,27.96,Add-on,38.81,0.069,180.66,139.8,40.86
5470,2025-06-02,1174,102,2,4,100.73,Subscription,122.69,0.107,438.25,402.92,35.33
5471,2024-10-09,1064,111,2,2,21.04,Services,36.16,0.072,67.11,42.08,25.03
5472,2024-01-01,1146,114,5,2,57.45,Add-on,68.18,0.019,133.77,114.9,18.87
5473,2025-12-31,1056,104,2,1,25.91,Services,49.37,0.104,44.24,25.91,18.33
5474,2025-04-08,1192,114,4,5,57.45,Add-on,102.28,0.09,465.37,287.25,178.12
5475,2024-08-17,1012,119,5,5,10.34,Services,14.41,0.073,66.79,51.7,15.09
5476,2024-06-20,1017,115,5,4,95.3,Subscription,158.75,0.186,516.89,381.2,135.69
5477,2024-03-27,1245,108,1,5,54.67,Services,63.25,0.096,285.89,273.35,12.54
5478,2025-07-06,1162,107,5,3,65.35,Subscription,112.34,0.1,303.32,196.05,107.27
5479,2024-05-02,1113,110,2,3,75.36,Services,147.98,0.108,395.99,226.08,169.91
5480,2024-10-24,1281,108,3,4,54.67,Services,66.22,0.068,246.87,218.68,28.19
5481,2025-11-20,1232,115,5,2,95.3,Subscription,132.16,0.034,255.33,190.6,64.73
5482,2025-07-28,1165,113,2,4,47.13,Services,85.06,0.087,310.64,188.52,122.12
5483,2025-04-28,1025,114,1,4,57.45,Add-on,68.96,0.095,249.64,229.8,19.84
5484,2024-06-13,1125,113,1,3,47.13,Services,94.55,0.018,278.54,141.39,137.15
5485,2025-11-29,1280,109,3,6,38.49,Hardware,57.38,0.156,290.57,230.94,59.63
5486,2025-01-17,1285,112,5,1,38.6,Services,52.94,0.048,50.4,38.6,11.8
5487,2024-07-27,1282,100,3,3,7.37,Services,15.07,0.034,43.67,22.11,21.56
5488,2026-01-08,1138,108,3,1,54.67,Services,100.43,0.118,88.58,54.67,33.91
5489,2025-03-07,1100,116,5,6,27.96,Add-on,58.54,0.075,324.9,167.76,157.14
5490,2025-01-23,1010,116,4,4,27.96,Add-on,43.62,0.079,160.7,111.84,48.86
5491,2025-07-13,1215,109,5,2,38.49,Hardware,83.86,0.142,143.9,76.98,66.92
5492,2024-08-11,1029,112,4,1,38.6,Services,83.1,0.102,74.62,38.6,36.02
5493,2024-01-03,1093,117,5,3,64.14,Add-on,112.15,0.11,299.44,192.42,107.02
5494,2025-01-06,1115,112,3,2,38.6,Services,73.88,0.018,145.1,77.2,67.9
5495,2025-11-17,1270,112,3,2,38.6,Services,59.48,0.047,58.17,77.2,-19.03
5496,2025-03-21,1290,109,5,2,38.49,Hardware,46.61,0.047,88.84,76.98,11.86
5497,2025-09-02,1038,119,3,4,10.34,Services,15.47,0.0,61.88,41.36,20.52
5498,2024-04-25,1023,106,5,4,39.99,Subscription,56.79,0.09,206.72,159.96,46.76
5499,2024-09-26,1263,106,2,4,39.99,Subscription,51.63,0.137,178.23,159.96,18.27
5500,2025-03-22,1042,108,4,1,54.67,Services,90.73,0.0,90.73,54.67,36.06
5501,2025-01-02,1169,115,2,3,95.3,Subscription,203.04,0.103,546.38,285.9,260.48
5502,2024-09-09,1168,114,3,1,57.45,Add-on,119.39,0.082,109.6,57.45,52.15
5503,2024-11-12,1025,102,1,3,100.73,Subscription,145.64,0.179,358.71,302.19,56.52
5504,2025-02-18,1179,112,1,2,38.6,Services,84.91,0.163,142.14,77.2,64.94
5505,2024-04-04,1149,110,1,1,75.36,Services,158.7,0.095,143.62,75.36,68.26
5506,2026-02-23,1132,107,2,4,65.35,Subscription,81.59,0.087,297.97,261.4,36.57
5507,2024-01-24,1142,105,2,2,26.09,Add-on,36.65,0.0,73.3,52.18,21.12
5508,2025-09-19,1163,109,2,3,38.49,Hardware,57.56,0.182,141.25,115.47,25.78
5509,2025-10-24,1100,116,5,3,27.96,Add-on,38.71,0.0,116.13,83.88,32.25
5510,2024-02-19,1062,119,1,3,10.34,Services,13.42,0.06,37.84,31.02,6.82
5511,2025-05-16,1092,108,3,1,54.67,Services,85.92,0.047,81.88,54.67,27.21
5512,2025-12-18,1206,113,4,4,47.13,Services,83.44,0.074,309.06,188.52,120.54
5513,2025-05-12,1071,119,1,2,10.34,Services,20.19,0.014,39.81,20.68,19.13
5514,2024-11-30,1059,112,2,4,38.6,Services,80.75,0.022,315.89,154.4,161.49
5515,2024-03-19,1028,100,5,2,7.37,Services,11.37,0.044,21.74,14.74,7.0
5516,2025-08-04,1018,118,5,3,73.13,Add-on,132.65,0.078,366.91,219.39,147.52
5517,2024-01-27,1072,108,2,4,54.67,Services,90.18,0.0,360.72,218.68,142.04
5518,2024-09-27,1245,116,1,1,27.96,Add-on,52.62,0.067,49.09,27.96,21.13
5519,2025-07-15,1086,114,3,4,57.45,Add-on,110.22,0.03,427.65,229.8,197.85
5520,2024-09-03,1182,119,5,3,10.34,Services,12.09,0.067,33.84,31.02,2.82
5521,2026-02-14,1196,104,3,1,25.91,Services,48.66,0.032,47.1,25.91,21.19
5522,2025-08-13,1243,103,5,4,29.42,Services,35.37,0.0,141.48,117.68,23.8
5523,2025-01-21,1117,103,2,5,29.42,Services,40.83,0.17,169.44,147.1,22.34
5524,2025-12-02,1081,114,3,4,57.45,Add-on,83.6,0.047,318.68,229.8,88.88
5525,2025-07-12,1246,104,2,3,25.91,Services,46.2,0.04,133.06,77.73,55.33
5526,2024-12-26,1233,116,1,3,27.96,Add-on,39.95,0.15,101.87,83.88,17.99
5527,2025-05-02,1152,106,4,3,39.99,Subscription,66.05,0.096,179.13,119.97,59.16
5528,2024-12-17,1271,105,5,1,26.09,Add-on,46.4,0.026,45.19,26.09,19.1
5529,2025-12-01,1034,114,2,1,57.45,Add-on,124.24,0.097,112.19,57.45,54.74
5530,2024-09-12,1212,119,4,5,10.34,Services,18.91,0.05,89.82,51.7,38.12
5531,2024-08-09,1210,113,4,5,47.13,Services,89.58,0.0,447.9,235.65,212.25
5532,2026-01-22,1138,109,3,2,38.49,Hardware,58.24,0.0,116.48,76.98,39.5
5533,2026-02-19,1188,105,5,4,26.09,Add-on,41.86,0.02,164.09,104.36,59.73
5534,2024-01-01,1299,109,2,1,38.49,Hardware,49.73,0.116,43.96,38.49,5.47
5535,2025-06-29,1251,119,4,2,10.34,Services,15.6,0.114,27.64,20.68,6.96
5536,2025-03-21,1149,108,1,4,54.67,Services,67.26,0.096,243.21,218.68,24.53
5537,2024-03-19,1218,112,5,6,38.6,Services,59.45,0.019,349.92,231.6,118.32
5538,2024-08-23,1081,113,3,4,47.13,Services,90.59,0.045,346.05,188.52,157.53
5539,2024-11-29,1189,100,4,2,7.37,Services,13.88,0.111,24.68,14.74,9.94
5540,2024-12-14,1233,100,1,3,7.37,Services,12.88,0.109,34.43,22.11,12.32
5541,2024-04-07,1175,118,3,3,73.13,Add-on,120.91,0.027,352.94,219.39,133.55
5542,2024-03-22,1231,108,1,4,54.67,Services,110.2,0.1,396.72,218.68,178.04
5543,2025-05-16,1062,104,1,4,25.91,Services,56.62,0.035,218.55,103.64,114.91
5544,2025-04-21,1236,116,3,1,27.96,Add-on,61.3,0.0,61.3,27.96,33.34
5545,2025-12-04,1032,115,2,1,95.3,Subscription,111.39,0.044,106.49,95.3,11.19
5546,2026-02-03,1212,111,4,3,21.04,Services,26.6,0.116,70.54,63.12,7.42
5547,2025-07-03,1059,104,2,1,25.91,Services,39.6,0.0,39.6,25.91,13.69
5548,2024-01-14,1001,105,3,4,26.09,Add-on,47.38,0.127,165.45,104.36,61.09
5549,2025-01-26,1056,119,2,3,10.34,Services,18.72,0.049,53.41,31.02,22.39
5550,2024-12-12,1286,110,1,4,75.36,Services,155.19,0.062,582.27,301.44,280.83
5551,2024-11-05,1137,118,3,1,73.13,Add-on,125.25,0.001,125.12,73.13,51.99
5552,2025-01-20,1278,105,5,2,26.09,Add-on,36.76,0.055,69.48,52.18,17.3
5553,2024-07-27,1213,109,1,3,38.49,Hardware,50.25,0.146,128.74,115.47,13.27
5554,2024-12-22,1238,114,1,2,57.45,Add-on,95.94,0.077,177.11,114.9,62.21
5555,2025-08-23,1284,117,4,4,64.14,Add-on,139.71,0.086,510.78,256.56,254.22
5556,2025-07-21,1030,106,1,4,39.99,Subscription,71.05,0.0,284.2,159.96,124.24
5557,2024-04-03,1205,102,2,8,100.73,Subscription,125.1,0.097,903.72,805.84,97.88
5558,2024-04-02,1273,115,1,4,95.3,Subscription,114.26,0.009,452.93,381.2,71.73
5559,2024-12-05,1010,112,4,2,38.6,Services,72.69,0.013,143.49,77.2,66.29
5560,2025-08-19,1046,116,1,3,27.96,Add-on,52.79,0.102,142.22,83.88,58.34
5561,2025-03-20,1002,103,1,3,29.42,Services,52.33,0.004,156.36,88.26,68.1
5562,2026-01-26,1129,118,4,5,73.13,Add-on,138.42,0.011,351.19,365.65,-14.46
5563,2024-01-22,1071,103,1,4,29.42,Services,41.9,0.044,160.23,117.68,42.55
5564,2024-10-17,1158,111,4,3,21.04,Services,34.43,0.051,98.02,63.12,34.9
5565,2025-04-29,1129,103,4,4,29.42,Services,50.84,0.128,177.33,117.68,59.65
5566,2026-02-22,1021,116,3,3,27.96,Add-on,34.9,0.095,94.75,83.88,10.87
5567,2024-11-01,1134,117,2,5,64.14,Add-on,136.42,0.079,628.21,320.7,307.51
5568,2025-09-25,1019,105,2,3,26.09,Add-on,48.92,0.029,142.5,78.27,64.23
5569,2024-05-07,1219,118,3,4,73.13,Add-on,150.92,0.042,578.33,292.52,285.81
5570,2025-09-16,1129,104,4,3,25.91,Services,33.21,0.072,92.46,77.73,14.73
5571,2024-09-29,1031,101,1,4,116.54,Add-on,190.49,0.054,720.81,466.16,254.65
5572,2025-03-17,1089,110,1,4,75.36,Services,152.65,0.064,571.52,301.44,270.08
5573,2025-05-17,1258,112,5,2,38.6,Services,73.37,0.089,133.68,77.2,56.48
5574,2024-05-09,1297,104,4,5,25.91,Services,45.52,0.113,201.88,129.55,72.33
5575,2024-05-11,1248,107,3,5,65.35,Subscription,76.01,0.089,346.23,326.75,19.48
5576,2025-08-19,1172,110,4,2,75.36,Services,129.89,0.023,253.81,150.72,103.09
5577,2025-04-26,1046,103,1,3,29.42,Services,44.18,0.103,118.89,88.26,30.63
5578,2025-01-24,1196,117,3,4,64.14,Add-on,76.53,0.051,290.51,256.56,33.95
5579,2025-08-15,1033,114,4,3,57.45,Add-on,82.85,0.0,248.55,172.35,76.2
5580,2024-11-20,1253,104,3,2,25.91,Services,51.05,0.01,101.08,51.82,49.26
5581,2024-03-09,1247,111,4,4,21.04,Services,45.88,0.0,183.52,84.16,99.36
5582,2025-10-21,1041,103,1,3,29.42,Services,46.54,0.044,133.48,88.26,45.22
5583,2025-03-23,1288,103,3,5,29.42,Services,36.81,0.047,175.4,147.1,28.3
5584,2025-06-11,1122,119,1,2,10.34,Services,21.84,0.0,43.68,20.68,23.0
5585,2025-09-08,1026,108,3,3,54.67,Services,66.77,0.066,95.99,164.01,-68.02
5586,2024-06-13,1058,108,3,1,54.67,Services,81.27,0.187,66.07,54.67,11.4
5587,2025-05-02,1146,113,5,2,47.13,Services,62.31,0.073,115.52,94.26,21.26
5588,2025-12-13,1114,107,5,4,65.35,Subscription,92.45,0.068,344.65,261.4,83.25
5589,2025-12-09,1198,100,2,4,7.37,Services,13.53,0.03,52.5,29.48,23.02
5590,2025-03-01,1127,110,3,5,75.36,Services,90.11,0.097,406.85,376.8,30.05
5591,2025-11-27,1152,103,4,2,29.42,Services,45.62,0.0,91.24,58.84,32.4
5592,2024-09-21,1270,116,3,5,27.96,Add-on,32.29,0.029,156.77,139.8,16.97
5593,2025-09-03,1082,116,3,6,27.96,Add-on,44.33,0.112,236.19,167.76,68.43
5594,2024-12-07,1022,118,1,1,73.13,Add-on,119.66,0.004,119.18,73.13,46.05
5595,2025-12-26,1010,112,4,1,38.6,Services,78.12,0.036,75.31,38.6,36.71
5596,2024-10-04,1186,118,3,1,73.13,Add-on,123.01,0.0,123.01,73.13,49.88
5597,2025-11-04,1115,116,3,6,27.96,Add-on,36.79,0.069,205.51,167.76,37.75
5598,2025-03-14,1161,119,1,5,10.34,Services,18.42,0.026,89.71,51.7,38.01
5599,2024-06-05,1102,111,4,3,21.04,Services,29.74,0.0,89.22,63.12,26.1
5600,2025-02-25,1242,119,2,5,10.34,Services,17.43,0.037,83.93,51.7,32.23
5601,2024-09-07,1006,113,1,1,47.13,Services,67.5,0.003,67.3,47.13,20.17
5602,2025-08-31,1171,108,5,4,54.67,Services,77.05,0.096,278.61,218.68,59.93
5603,2025-06-13,1255,111,5,2,21.04,Services,41.68,0.052,79.03,42.08,36.95
5604,2024-11-22,1246,116,2,2,27.96,Add-on,47.05,0.159,79.14,55.92,23.22
5605,2024-04-06,1191,115,4,3,95.3,Subscription,187.35,0.096,508.09,285.9,222.19
5606,2025-05-27,1113,111,2,3,21.04,Services,33.75,0.086,92.54,63.12,29.42
5607,2024-08-03,1022,109,1,5,38.49,Hardware,56.47,0.044,269.93,192.45,77.48
5608,2024-05-11,1275,101,1,3,116.54,Add-on,199.19,0.02,585.62,349.62,236.0
5609,2024-09-16,1135,102,3,1,100.73,Subscription,203.54,0.029,197.64,100.73,96.91
5610,2024-05-04,1194,104,4,2,25.91,Services,32.7,0.147,55.79,51.82,3.97
5611,2024-03-22,1257,115,3,3,95.3,Subscription,206.81,0.0,620.43,285.9,334.53
5612,2024-10-09,1277,112,2,2,38.6,Services,65.19,0.007,129.47,77.2,52.27
5613,2025-11-13,1069,117,4,3,64.14,Add-on,105.01,0.016,309.99,192.42,117.57
5614,2024-02-28,1035,101,2,2,116.54,Add-on,252.69,0.078,465.96,233.08,232.88
5615,2025-06-27,1107,100,5,3,7.37,Services,11.21,0.084,30.81,22.11,8.7
5616,2024-06-09,1023,108,5,4,54.67,Services,86.32,0.018,339.06,218.68,120.38
5617,2024-10-10,1139,117,4,4,64.14,Add-on,82.84,0.036,319.43,256.56,62.87
5618,2024-04-15,1021,104,3,3,25.91,Services,53.92,0.031,156.75,77.73,79.02
5619,2024-04-14,1203,102,4,2,100.73,Subscription,219.52,0.07,408.31,201.46,206.85
5620,2025-03-14,1223,104,2,5,25.91,Services,34.08,0.028,165.63,129.55,36.08
5621,2024-08-15,1222,111,2,2,21.04,Services,45.17,0.08,83.11,42.08,41.03
5622,2025-11-30,1080,107,5,3,65.35,Subscription,75.72,0.13,197.63,196.05,1.58
5623,2025-08-04,1190,107,2,4,65.35,Subscription,125.72,0.103,451.08,261.4,189.68
5624,2024-11-13,1285,106,5,6,39.99,Subscription,73.23,0.009,435.43,239.94,195.49
5625,2025-04-08,1146,101,5,1,116.54,Add-on,141.62,0.003,141.2,116.54,24.66
5626,2025-08-21,1281,100,3,1,7.37,Services,8.79,0.063,8.24,7.37,0.87
5627,2025-04-16,1010,100,4,4,7.37,Services,8.92,0.005,35.5,29.48,6.02
5628,2024-02-25,1275,107,1,2,65.35,Subscription,132.77,0.115,235.0,130.7,104.3
5629,2025-09-16,1055,116,2,2,27.96,Add-on,47.99,0.132,83.31,55.92,27.39
5630,2024-01-13,1172,104,4,2,25.91,Services,51.14,0.033,98.9,51.82,47.08
5631,2025-03-15,1203,113,4,4,47.13,Services,94.54,0.066,353.2,188.52,164.68
5632,2024-01-18,1247,107,4,3,65.35,Subscription,122.24,0.007,364.15,196.05,168.1
5633,2025-11-24,1265,119,1,3,10.34,Services,22.2,0.0,66.6,31.02,35.58
5634,2024-04-22,1021,117,3,2,64.14,Add-on,76.07,0.0,152.14,128.28,23.86
5635,2024-08-16,1023,106,5,6,39.99,Subscription,56.4,0.202,270.04,239.94,30.1
5636,2024-06-19,1193,113,3,2,47.13,Services,76.7,0.049,145.88,94.26,51.62
5637,2024-10-21,1095,113,5,2,47.13,Services,92.79,0.011,183.54,94.26,89.28
5638,2024-07-07,1262,105,3,4,26.09,Add-on,39.85,0.076,147.29,104.36,42.93
5639,2025-03-01,1071,102,1,4,100.73,Subscription,158.46,0.06,595.81,402.92,192.89
5640,2024-03-19,1242,113,2,4,47.13,Services,88.24,0.189,286.25,188.52,97.73
5641,2025-10-19,1037,113,3,2,47.13,Services,70.16,0.124,122.92,94.26,28.66
5642,2024-06-30,1088,102,4,4,100.73,Subscription,217.34,0.071,807.64,402.92,404.72
5643,2025-05-13,1027,109,5,2,38.49,Hardware,58.17,0.001,116.22,76.98,39.24
5644,2026-01-31,1091,108,3,4,54.67,Services,94.87,0.051,360.13,218.68,141.45
5645,2025-12-08,1053,106,2,3,39.99,Subscription,47.31,0.17,117.8,119.97,-2.17
5646,2024-03-11,1158,106,4,4,39.99,Subscription,60.7,0.028,236.0,159.96,76.04
5647,2024-09-04,1227,106,2,4,39.99,Subscription,48.26,0.0,193.04,159.96,33.08
5648,2024-05-25,1040,111,4,3,21.04,Services,43.46,0.061,122.43,63.12,59.31
5649,2025-09-09,1036,103,2,3,29.42,Services,59.23,0.076,164.19,88.26,75.93
5650,2026-02-13,1124,119,4,4,10.34,Services,14.72,0.041,56.47,41.36,15.11
5651,2024-10-22,1178,112,5,3,38.6,Services,84.75,0.14,218.66,115.8,102.86
5652,2025-08-04,1036,102,2,2,100.73,Subscription,168.53,0.079,310.43,201.46,108.97
5653,2025-04-14,1100,119,5,2,10.34,Services,14.0,0.149,23.83,20.68,3.15
