EmployeeKey,Age,AttritionFlag,CommuteMiles,Department,Gender,JobRole,JobSatisfaction,MonthlySalary,OvertimeFlag,PerformanceRating,TenureYears,TrainingHoursMonthly,YearsSincePromotion,HireDate,TerminationDate,SnapshotDate
100246,33,1,11,HR,Female,HR Manager,1,10840.02,1,1,4,20,3,2022-08-09,2026-04-14,2026-09-01
100247,57,0,28,Sales,Female,Account Executive,1,8578.44,0,3,15,11,8,2010-09-08,,2026-09-01
100248,57,0,31,HR,Male,Recruiter,2,5595.53,0,3,12,21,7,2014-05-25,,2026-09-01
100249,65,0,9,HR,Male,HR Manager,4,11546.15,0,4,12,11,4,2014-03-24,,2026-09-01
100250,56,0,35,Customer Support,Male,Support Specialist,5,3856.44,0,2,20,20,11,2005-12-24,,2026-09-01
100251,57,0,2,Customer Support,Male,Support Specialist,1,4605.36,0,1,5,2,5,2020-11-26,,2026-09-01
100252,63,0,26,Operations,Female,Operations Analyst,1,6724.06,1,1,3,7,3,2023-02-26,,2026-09-01
100253,62,0,34,Customer Support,Female,Support Specialist,5,6201.09,0,5,14,24,0,2012-01-24,,2026-09-01
100254,32,1,36,Operations,Male,Operations Analyst,5,14208.4,1,1,15,10,7,2011-02-06,2026-01-27,2026-09-01
100255,24,0,29,HR,Male,Recruiter,1,13792.38,0,5,7,14,3,2019-02-19,,2026-09-01
100256,60,0,5,Operations,Male,Operations Manager,4,9352.65,1,4,8,21,8,2018-05-06,,2026-09-01
100257,62,0,19,Operations,Male,Coordinator,3,14292.68,0,4,9,14,0,2016-11-05,,2026-09-01
100258,51,0,26,Customer Support,Male,Support Lead,1,13715.86,0,1,8,10,7,2018-03-12,,2026-09-01
100259,54,0,21,Customer Support,Female,Customer Success Manager,5,10216.27,1,2,14,13,9,2012-01-22,,2026-09-01
100260,50,0,8,Customer Support,Female,Customer Success Manager,4,13343.72,0,1,5,15,2,2021-06-01,,2026-09-01
100261,61,0,35,Operations,Female,Operations Manager,4,14441.46,1,2,15,24,11,2011-06-26,,2026-09-01
100262,43,1,6,Sales,Male,Sales Representative,4,12572.13,1,5,5,1,0,2021-04-01,2025-12-30,2026-09-01
100263,28,0,8,Sales,Female,Sales Manager,4,5994.95,0,1,12,19,7,2013-09-05,,2026-09-01
100264,57,0,37,Customer Support,Male,Support Specialist,4,13665.99,0,3,9,20,7,2017-07-28,,2026-09-01
100265,28,0,22,Sales,Female,Sales Representative,5,5977.62,0,4,15,12,12,2011-06-03,,2026-09-01
100266,47,0,32,Customer Support,Female,Customer Success Manager,1,11799.39,0,4,1,19,0,2025-04-26,,2026-09-01
100267,47,0,18,Engineering,Female,BI Developer,5,6036.32,0,3,13,17,3,2013-08-16,,2026-09-01
100268,65,0,23,Sales,Male,Sales Manager,2,12689.92,1,5,19,0,16,2007-05-09,,2026-09-01
100269,49,0,11,HR,Female,HR Specialist,3,8030.77,0,3,3,18,0,2023-02-17,,2026-09-01
100270,41,0,23,Sales,Male,Account Executive,2,13244.43,0,5,13,7,8,2013-04-23,,2026-09-01
100271,47,0,35,Customer Support,Male,Support Lead,5,8398.03,0,3,3,7,2,2022-12-05,,2026-09-01
100272,24,0,23,HR,Female,Recruiter,5,6391.94,0,5,2,20,1,2023-11-17,,2026-09-01
100273,26,1,10,Engineering,Female,QA Engineer,5,6634.55,0,3,4,21,3,2021-10-24,2026-07-25,2026-09-01
100274,61,1,30,Operations,Female,Coordinator,5,11252.62,1,1,4,15,2,2021-09-24,2026-01-16,2026-09-01
100275,41,0,16,Customer Support,Female,Support Specialist,3,7883.51,1,3,7,1,6,2019-01-04,,2026-09-01
100276,42,1,25,Finance,Male,Accountant,3,11776.76,0,1,16,24,3,2009-10-13,2026-06-05,2026-09-01
100277,21,0,17,Finance,Female,Accountant,2,12319.9,0,5,14,5,5,2012-03-19,,2026-09-01
100278,32,0,1,Finance,Male,Financial Analyst,1,7499.85,0,4,15,17,0,2011-03-11,,2026-09-01
100279,53,0,4,Finance,Female,Accountant,3,8862.29,1,1,13,16,7,2013-03-24,,2026-09-01
100280,36,0,35,HR,Male,HR Manager,3,7681.06,0,2,5,24,3,2021-08-20,,2026-09-01
100281,57,0,14,Sales,Male,Sales Manager,3,12812.69,1,3,7,17,3,2019-08-26,,2026-09-01
100282,32,0,5,Engineering,Male,Software Engineer,3,7851.71,1,5,20,24,13,2005-10-06,,2026-09-01
100283,61,0,5,Finance,Female,Financial Analyst,3,3839.42,0,4,18,0,12,2008-02-01,,2026-09-01
100284,39,0,24,Customer Support,Male,Customer Success Manager,2,13836.38,1,2,19,9,16,2007-08-04,,2026-09-01
100285,61,0,26,HR,Male,Recruiter,4,7976.83,0,4,4,6,2,2022-06-12,,2026-09-01
100286,36,0,24,Engineering,Female,BI Developer,2,10994.5,0,3,1,14,1,2025-05-01,,2026-09-01
100287,40,0,30,Customer Support,Male,Customer Success Manager,5,3370.75,1,3,2,9,0,2023-10-16,,2026-09-01
100288,56,1,19,Customer Support,Male,Support Specialist,2,8274.66,0,3,1,21,0,2025-06-29,2025-12-27,2026-09-01
100289,50,1,1,Operations,Female,Operations Manager,1,7557.43,1,1,12,3,2,2013-11-22,2026-06-20,2026-09-01
100290,52,0,38,Customer Support,Female,Support Lead,1,8827.86,1,2,5,2,3,2021-03-10,,2026-09-01
100291,35,0,9,Engineering,Male,QA Engineer,3,3302.31,0,1,3,10,0,2023-06-01,,2026-09-01
100292,60,0,23,Operations,Male,Operations Analyst,4,3355.32,0,1,6,13,4,2020-01-01,,2026-09-01
100293,23,0,16,Finance,Male,Financial Analyst,2,7405.86,0,2,0,5,0,2025-10-06,,2026-09-01
100294,33,0,1,Finance,Female,Finance Manager,3,9092.37,0,2,13,16,8,2012-09-09,,2026-09-01
100295,48,0,37,Engineering,Male,BI Developer,1,3595.59,1,2,0,10,0,2026-03-04,,2026-09-01
100296,63,0,28,Sales,Male,Sales Manager,2,12519.6,0,3,4,24,4,2021-10-02,,2026-09-01
100297,44,0,1,HR,Female,HR Manager,3,7829.28,0,1,3,5,1,2023-02-07,,2026-09-01
100298,30,0,7,HR,Male,HR Specialist,3,12399.62,0,3,20,3,4,2006-01-03,,2026-09-01
100299,62,0,24,Operations,Male,Coordinator,1,12557.72,0,5,20,3,13,2006-07-03,,2026-09-01
100300,36,0,9,Sales,Female,Sales Representative,3,12566.25,0,1,0,21,0,2026-02-01,,2026-09-01
100301,43,0,22,Engineering,Female,QA Engineer,1,5012.13,0,5,15,13,3,2010-10-24,,2026-09-01
100302,60,0,18,HR,Female,HR Specialist,1,7101.1,0,2,20,18,13,2006-04-21,,2026-09-01
100303,56,0,28,Operations,Male,Coordinator,3,5972.48,0,3,1,21,0,2025-02-13,,2026-09-01
100304,29,0,33,Finance,Female,Financial Analyst,3,10872.46,0,2,14,0,12,2011-11-18,,2026-09-01
100305,21,0,13,HR,Male,Recruiter,1,8801.45,1,2,1,16,0,2025-06-01,,2026-09-01
100306,27,1,1,Engineering,Male,BI Developer,1,10108.1,1,3,16,2,14,2010-05-22,2025-11-23,2026-09-01
100307,48,0,1,Engineering,Female,Data Analyst,5,12481.69,1,3,8,11,2,2018-05-05,,2026-09-01
100308,39,0,3,Customer Support,Male,Support Specialist,3,4055.41,0,2,18,18,15,2007-12-06,,2026-09-01
100309,32,0,40,Customer Support,Female,Support Lead,4,12781.59,0,1,14,12,1,2012-03-01,,2026-09-01
100310,40,0,3,Customer Support,Male,Customer Success Manager,3,3991.04,1,3,9,22,3,2017-01-24,,2026-09-01
100311,51,0,27,Finance,Female,Accountant,3,12594.46,1,1,10,1,7,2016-05-29,,2026-09-01
100312,57,0,39,Operations,Male,Operations Analyst,2,11771.07,0,3,15,11,12,2010-10-19,,2026-09-01
100313,48,1,31,Engineering,Male,BI Developer,3,8094.74,1,2,5,4,4,2021-01-30,2025-10-04,2026-09-01
100314,31,0,40,HR,Female,HR Specialist,3,5294.71,0,2,15,11,9,2011-08-25,,2026-09-01
100315,22,1,23,Engineering,Female,Data Analyst,2,14031.03,0,1,17,14,2,2008-09-21,2026-01-22,2026-09-01
100316,65,0,13,Engineering,Female,Data Analyst,3,9926.93,0,5,20,14,14,2006-05-15,,2026-09-01
100317,57,0,33,Customer Support,Male,Support Lead,4,5654.71,0,5,19,20,2,2007-02-10,,2026-09-01
100318,26,0,40,Customer Support,Male,Support Lead,5,8131.54,0,2,13,1,7,2013-02-27,,2026-09-01
100319,47,0,31,HR,Female,Recruiter,3,12315.32,1,5,19,2,14,2007-04-15,,2026-09-01
100320,31,0,35,Engineering,Female,BI Developer,2,11179.59,0,3,20,2,2,2005-11-02,,2026-09-01
100321,39,0,29,HR,Female,Recruiter,3,8197.92,1,3,3,24,3,2023-07-03,,2026-09-01
100322,54,1,5,Finance,Female,Accountant,3,8206.57,0,1,4,9,3,2022-02-23,2026-08-18,2026-09-01
100323,38,0,21,Finance,Female,Financial Analyst,4,8854.06,0,1,17,8,9,2009-06-19,,2026-09-01
100324,35,0,17,Operations,Female,Operations Analyst,5,13920.81,0,2,7,15,0,2019-01-31,,2026-09-01
100325,40,0,28,Operations,Male,Operations Manager,2,7741.33,0,5,5,16,5,2021-04-24,,2026-09-01
100326,28,0,22,Sales,Male,Sales Representative,4,3558.7,0,1,11,19,3,2014-11-07,,2026-09-01
100327,27,0,27,Customer Support,Male,Customer Success Manager,5,12240.83,1,1,15,2,2,2011-07-19,,2026-09-01
100328,51,0,31,Engineering,Male,BI Developer,5,3905.05,0,5,7,22,3,2019-02-07,,2026-09-01
100329,49,0,34,Sales,Male,Sales Manager,2,7903.26,0,3,18,19,17,2008-08-22,,2026-09-01
100330,57,0,40,Operations,Female,Coordinator,4,6345.56,1,5,19,23,9,2006-11-13,,2026-09-01
100331,33,0,26,Operations,Male,Operations Analyst,4,4860.22,0,2,3,22,2,2023-05-24,,2026-09-01
100332,58,1,24,Customer Support,Female,Support Specialist,3,3235.49,0,1,9,0,6,2017-04-27,2025-10-23,2026-09-01
100333,54,1,13,Sales,Male,Account Executive,1,9689.45,0,1,8,14,6,2017-11-28,2025-09-29,2026-09-01
100334,40,0,13,Engineering,Male,QA Engineer,1,8766.03,0,3,20,6,2,2006-06-12,,2026-09-01
100335,45,0,17,Operations,Male,Coordinator,1,5183.06,0,1,7,13,6,2018-09-02,,2026-09-01
100336,52,1,38,Engineering,Female,Software Engineer,4,5067.92,1,3,5,12,5,2021-02-23,2026-05-28,2026-09-01
100337,28,1,32,Customer Support,Female,Customer Success Manager,3,13809.51,1,4,5,16,2,2021-02-08,2025-12-20,2026-09-01
100338,61,0,20,Customer Support,Female,Support Specialist,4,3207.38,1,2,20,16,19,2005-12-26,,2026-09-01
100339,21,1,24,Customer Support,Female,Support Specialist,2,5879.06,1,3,14,14,10,2011-12-04,2026-01-15,2026-09-01
100340,36,0,18,Operations,Female,Operations Analyst,1,11156.14,1,2,1,13,1,2024-12-30,,2026-09-01
100341,41,0,17,HR,Male,Recruiter,3,10150.96,1,2,15,11,14,2011-07-09,,2026-09-01
100342,53,0,1,Operations,Male,Operations Manager,4,3482.18,0,1,19,14,11,2007-04-18,,2026-09-01
100343,28,0,12,Engineering,Female,Software Engineer,1,10101.71,0,3,7,10,6,2019-03-31,,2026-09-01
100344,49,1,40,Engineering,Female,QA Engineer,2,6793.96,1,3,20,21,7,2005-09-26,2026-01-17,2026-09-01
100345,41,0,40,Finance,Male,Financial Analyst,3,10399.17,0,3,18,23,5,2008-07-01,,2026-09-01
100346,24,0,36,HR,Male,HR Manager,2,8348.5,0,1,16,8,3,2009-11-07,,2026-09-01
100347,55,0,28,Finance,Male,Accountant,1,4205.58,1,1,13,11,7,2012-09-07,,2026-09-01
100348,64,0,12,Operations,Male,Operations Manager,5,8247.87,0,2,8,23,5,2018-03-02,,2026-09-01
100349,39,0,5,Operations,Male,Operations Manager,3,11754.64,0,3,2,11,0,2024-04-03,,2026-09-01
100350,51,0,12,Sales,Male,Sales Representative,4,6746.82,0,1,17,21,1,2008-09-27,,2026-09-01
100351,40,0,22,HR,Male,HR Specialist,5,11504.66,0,5,16,14,13,2010-05-09,,2026-09-01
100352,44,0,23,Engineering,Male,Software Engineer,4,9770.01,0,3,4,21,2,2022-06-24,,2026-09-01
100353,28,0,5,Engineering,Female,QA Engineer,2,9718.49,0,3,10,12,5,2016-07-03,,2026-09-01
100354,21,0,30,Finance,Male,Accountant,3,9214.9,0,2,7,12,2,2019-02-26,,2026-09-01
100355,48,0,31,HR,Male,HR Specialist,2,8072.94,0,4,8,24,0,2018-05-22,,2026-09-01
100356,21,0,21,HR,Female,HR Manager,1,4063.77,1,1,0,16,0,2025-12-27,,2026-09-01
100357,37,0,6,Engineering,Female,Data Analyst,3,5700.0,0,5,15,14,5,2011-06-16,,2026-09-01
100358,55,0,22,Engineering,Male,BI Developer,2,10927.69,0,2,5,14,4,2021-02-17,,2026-09-01
100359,38,0,14,Customer Support,Female,Customer Success Manager,5,5731.0,0,3,3,10,2,2022-12-03,,2026-09-01
100360,40,0,32,Finance,Female,Finance Manager,2,12620.18,1,5,3,16,2,2023-03-23,,2026-09-01
100361,26,0,4,Finance,Female,Financial Analyst,3,3529.45,1,4,13,12,9,2013-01-06,,2026-09-01
100362,23,1,15,Sales,Male,Sales Representative,3,6164.48,0,2,7,7,6,2018-11-26,2026-05-21,2026-09-01
100363,36,1,10,HR,Female,HR Specialist,2,3686.49,1,4,2,1,2,2023-11-21,2026-04-03,2026-09-01
100364,64,0,23,Customer Support,Male,Support Lead,2,12739.6,0,1,3,4,1,2023-06-01,,2026-09-01
100365,23,0,17,Finance,Female,Finance Manager,4,6865.11,0,3,9,4,5,2017-04-16,,2026-09-01
100366,40,0,11,Customer Support,Male,Support Specialist,5,14390.76,0,4,15,11,6,2010-12-29,,2026-09-01
100367,61,0,10,Engineering,Female,BI Developer,3,13224.45,0,4,8,22,8,2017-11-27,,2026-09-01
100368,34,0,30,Engineering,Female,Data Analyst,1,3792.02,0,2,9,9,2,2016-10-23,,2026-09-01
100369,65,0,2,HR,Female,Recruiter,4,3606.01,1,3,6,10,0,2020-02-06,,2026-09-01
100370,46,1,12,HR,Female,HR Manager,4,7693.83,1,2,15,14,14,2010-12-14,2026-02-22,2026-09-01
100371,60,0,17,Customer Support,Female,Customer Success Manager,5,6788.37,0,5,11,15,3,2015-04-14,,2026-09-01
100372,50,0,10,Operations,Male,Operations Analyst,5,13038.16,1,5,15,2,14,2010-12-06,,2026-09-01
100373,33,0,37,Operations,Male,Coordinator,3,13492.07,0,1,9,5,3,2017-08-12,,2026-09-01
100374,56,0,23,Sales,Female,Account Executive,2,5385.82,0,5,12,3,5,2013-12-01,,2026-09-01
100375,59,0,6,Operations,Male,Operations Analyst,4,10797.94,1,1,18,3,17,2008-07-26,,2026-09-01
100376,57,0,34,Customer Support,Male,Customer Success Manager,5,14416.17,0,4,3,18,1,2022-11-06,,2026-09-01
100377,41,0,32,Finance,Male,Financial Analyst,2,8108.28,0,2,18,23,16,2008-05-30,,2026-09-01
100378,51,0,1,Customer Support,Female,Customer Success Manager,3,9484.95,1,2,10,14,1,2016-06-06,,2026-09-01
100379,48,0,28,Engineering,Female,BI Developer,5,11848.61,0,4,0,11,0,2026-07-17,,2026-09-01
100380,31,0,12,Sales,Male,Sales Representative,3,10844.27,0,2,12,16,1,2014-02-19,,2026-09-01
100381,48,0,40,Operations,Female,Operations Manager,1,10266.23,1,2,9,14,4,2016-11-08,,2026-09-01
100382,40,0,27,Customer Support,Male,Support Specialist,1,14465.07,0,1,17,1,11,2008-09-04,,2026-09-01
100383,30,0,20,Sales,Female,Account Executive,4,11985.25,0,4,1,23,1,2025-03-10,,2026-09-01
100384,22,0,37,Engineering,Male,Data Analyst,4,5074.68,0,5,14,9,13,2012-08-21,,2026-09-01
100385,32,0,36,Customer Support,Male,Support Lead,5,13372.98,1,1,5,12,3,2021-07-28,,2026-09-01
100386,52,0,16,Finance,Male,Finance Manager,3,13644.44,0,3,12,13,6,2014-05-02,,2026-09-01
100387,65,0,7,Operations,Male,Operations Analyst,4,13644.07,0,4,13,1,4,2012-10-20,,2026-09-01
100388,35,1,31,Finance,Male,Accountant,3,7229.54,0,5,10,19,2,2015-09-15,2025-11-20,2026-09-01
100389,42,0,27,Engineering,Female,BI Developer,1,7605.87,0,4,1,22,1,2024-10-12,,2026-09-01
100390,49,0,20,Customer Support,Male,Customer Success Manager,3,12380.95,0,1,15,16,1,2011-05-26,,2026-09-01
100391,53,0,35,HR,Female,HR Manager,5,9736.97,0,5,2,19,0,2024-02-27,,2026-09-01
100392,58,0,13,Customer Support,Female,Customer Success Manager,5,3490.29,0,4,12,14,4,2014-03-15,,2026-09-01
100393,46,1,26,Finance,Female,Accountant,3,6339.65,1,3,15,15,6,2011-05-10,2026-02-06,2026-09-01
100394,46,0,38,Customer Support,Female,Customer Success Manager,2,8828.87,0,4,9,5,0,2017-08-22,,2026-09-01
100395,27,1,4,Finance,Female,Finance Manager,1,11114.88,1,4,10,10,2,2015-09-09,2026-07-17,2026-09-01
100396,45,0,4,Engineering,Female,Software Engineer,3,13716.26,0,2,19,10,8,2007-05-07,,2026-09-01
100397,46,0,36,Sales,Female,Sales Representative,3,10636.56,1,4,18,12,14,2007-09-15,,2026-09-01
100398,62,0,38,Finance,Female,Accountant,1,13827.69,0,2,14,16,8,2012-03-05,,2026-09-01
100399,58,0,1,HR,Male,Recruiter,4,7626.69,0,1,19,3,10,2007-03-25,,2026-09-01
100400,50,0,35,Engineering,Male,BI Developer,5,6073.15,0,4,17,10,13,2009-02-25,,2026-09-01
100401,36,0,31,Operations,Male,Operations Analyst,4,10142.72,0,2,2,15,2,2024-07-17,,2026-09-01
100402,31,0,12,Customer Support,Female,Support Lead,4,12053.21,0,5,1,0,0,2025-05-17,,2026-09-01
100403,26,0,8,Sales,Female,Account Executive,3,9034.0,0,5,5,24,1,2021-07-20,,2026-09-01
100404,50,0,21,Operations,Female,Operations Manager,4,12402.57,0,5,6,14,1,2019-12-31,,2026-09-01
100405,38,0,18,Operations,Female,Operations Manager,4,11699.05,1,4,2,10,2,2024-04-20,,2026-09-01
100406,44,0,6,Sales,Male,Account Executive,2,12063.78,0,3,1,15,0,2025-03-14,,2026-09-01
100407,29,0,32,Operations,Female,Coordinator,5,10029.26,1,3,12,9,10,2014-04-05,,2026-09-01
100408,23,0,28,HR,Female,HR Manager,5,7569.79,0,5,18,18,2,2007-12-11,,2026-09-01
100409,24,0,3,Sales,Female,Sales Representative,5,9452.18,0,3,18,15,8,2008-06-09,,2026-09-01
100410,27,0,38,HR,Male,HR Specialist,2,5293.63,0,5,14,11,0,2011-10-11,,2026-09-01
100411,45,1,25,Customer Support,Male,Support Specialist,1,12200.27,1,1,17,3,10,2009-08-21,2026-08-07,2026-09-01
100412,63,0,18,Customer Support,Female,Support Specialist,3,3247.32,0,3,13,23,10,2012-11-22,,2026-09-01
100413,24,0,34,Operations,Male,Operations Analyst,3,14136.17,0,5,13,12,4,2012-12-27,,2026-09-01
100414,38,0,12,Sales,Male,Sales Representative,5,6370.79,0,3,1,18,0,2024-11-05,,2026-09-01
100415,65,0,1,Customer Support,Male,Support Lead,3,11558.42,0,3,11,17,11,2015-01-29,,2026-09-01
100416,53,0,37,Operations,Female,Coordinator,2,13258.56,0,5,18,22,15,2008-08-05,,2026-09-01
100417,28,0,21,Operations,Female,Operations Analyst,2,13449.57,1,1,11,5,6,2015-01-31,,2026-09-01
100418,43,0,23,Finance,Female,Finance Manager,1,10611.71,0,3,12,12,11,2014-04-09,,2026-09-01
100419,27,0,27,Finance,Female,Accountant,3,11052.97,0,5,17,7,15,2008-09-27,,2026-09-01
100420,48,0,2,Operations,Female,Operations Analyst,1,6805.21,0,3,16,24,5,2010-08-05,,2026-09-01
100421,60,0,33,Customer Support,Female,Support Lead,3,10270.21,0,5,2,23,0,2023-09-13,,2026-09-01
100422,65,0,34,Operations,Female,Operations Analyst,1,6771.68,0,3,16,24,15,2010-04-29,,2026-09-01
100423,39,0,40,Engineering,Male,Data Analyst,2,6662.49,0,5,0,5,0,2025-10-01,,2026-09-01
100424,51,0,30,Finance,Female,Finance Manager,1,5618.14,0,4,9,8,3,2017-08-23,,2026-09-01
100425,46,0,16,HR,Male,HR Specialist,3,9498.68,1,5,3,19,2,2023-02-05,,2026-09-01
100426,24,1,10,HR,Female,HR Specialist,5,6445.6,1,1,9,20,2,2017-05-16,2025-11-07,2026-09-01
100427,32,1,9,Operations,Male,Operations Analyst,4,8988.03,0,4,4,22,4,2022-06-20,2026-02-07,2026-09-01
100428,51,0,17,Finance,Female,Financial Analyst,5,10790.31,1,4,17,9,5,2008-11-30,,2026-09-01
100429,40,1,19,Sales,Female,Sales Representative,1,7383.62,1,3,4,22,0,2022-01-31,2026-05-24,2026-09-01
100430,45,0,40,Customer Support,Female,Customer Success Manager,3,6008.5,0,4,15,18,9,2011-05-14,,2026-09-01
100431,47,0,36,HR,Male,HR Manager,1,13503.55,0,5,9,24,6,2017-07-30,,2026-09-01
100432,54,1,38,Finance,Female,Accountant,5,4751.49,1,5,2,21,2,2024-06-19,2025-10-08,2026-09-01
100433,27,0,1,Operations,Male,Operations Manager,5,11584.35,0,4,8,2,2,2018-05-16,,2026-09-01
100434,47,0,7,Finance,Male,Financial Analyst,4,5398.25,1,2,15,20,0,2011-01-15,,2026-09-01
100435,37,0,32,HR,Female,HR Specialist,3,11216.09,0,4,2,13,2,2024-07-16,,2026-09-01
100436,44,0,18,Engineering,Male,QA Engineer,2,6661.2,0,3,19,14,17,2007-04-04,,2026-09-01
100437,33,0,24,Finance,Female,Accountant,5,4773.57,0,1,8,12,0,2017-09-13,,2026-09-01
100438,49,1,7,Operations,Male,Operations Manager,5,3575.93,0,1,1,5,1,2025-06-12,2025-10-26,2026-09-01
100439,34,0,22,Engineering,Female,Software Engineer,3,13314.14,1,1,19,10,16,2007-06-09,,2026-09-01
100440,59,0,6,Sales,Male,Account Executive,1,14451.8,0,4,1,15,0,2024-09-17,,2026-09-01
100441,62,1,36,Engineering,Female,Software Engineer,2,5096.3,0,1,1,17,0,2024-12-11,2026-05-27,2026-09-01
100442,38,0,32,Operations,Male,Operations Analyst,1,11321.51,0,4,10,5,1,2016-07-05,,2026-09-01
100443,38,0,37,Engineering,Male,Software Engineer,3,10834.13,0,2,12,22,5,2014-05-12,,2026-09-01
100444,24,0,18,Sales,Male,Sales Manager,2,9555.45,0,2,2,0,1,2024-06-23,,2026-09-01
100445,41,0,12,Finance,Female,Financial Analyst,2,5852.72,1,4,13,23,10,2013-08-24,,2026-09-01
100446,44,1,22,Customer Support,Male,Support Specialist,1,6492.38,0,5,14,21,10,2012-06-11,2026-07-21,2026-09-01
100447,50,0,17,Engineering,Male,BI Developer,1,12740.76,1,3,15,23,6,2010-12-29,,2026-09-01
100448,21,0,29,Sales,Female,Sales Representative,5,5142.2,0,5,19,20,15,2006-09-26,,2026-09-01
100449,36,0,10,Customer Support,Female,Support Lead,3,3362.51,1,4,0,20,0,2026-05-25,,2026-09-01
100450,65,0,14,Sales,Male,Sales Manager,3,11120.57,0,1,3,4,3,2023-02-08,,2026-09-01
100451,21,0,6,Engineering,Female,QA Engineer,3,7464.2,0,2,14,12,6,2012-07-06,,2026-09-01
100452,35,1,27,Sales,Male,Account Executive,1,11177.31,0,2,3,0,3,2023-05-16,2026-05-05,2026-09-01
100453,46,0,3,Customer Support,Female,Support Specialist,5,4850.04,1,3,2,17,2,2024-06-15,,2026-09-01
100454,52,0,10,HR,Female,Recruiter,2,9940.08,1,4,5,16,0,2021-05-22,,2026-09-01
100455,32,0,32,Sales,Male,Sales Representative,3,11253.12,0,3,15,17,9,2011-07-23,,2026-09-01
100456,33,0,23,Sales,Male,Sales Representative,4,3486.44,0,1,14,10,9,2012-06-05,,2026-09-01
100457,58,1,40,Finance,Female,Financial Analyst,1,4214.28,1,2,8,24,7,2017-09-23,2025-09-29,2026-09-01
100458,50,0,21,HR,Male,Recruiter,5,8214.62,0,2,7,12,0,2019-02-11,,2026-09-01
100459,65,1,9,Operations,Female,Operations Analyst,1,4498.44,0,3,17,19,14,2009-08-16,2025-12-10,2026-09-01
100460,48,0,19,Finance,Male,Finance Manager,2,13587.05,0,2,4,13,3,2021-12-29,,2026-09-01
100461,22,1,19,HR,Female,HR Manager,1,6581.32,0,3,0,10,0,2025-11-08,2026-03-31,2026-09-01
100462,27,0,36,Operations,Male,Operations Analyst,5,11616.52,0,1,13,9,5,2012-11-04,,2026-09-01
100463,48,0,16,HR,Female,HR Manager,1,5676.12,0,1,5,24,4,2021-04-07,,2026-09-01
100464,46,0,14,Operations,Male,Operations Analyst,4,8568.63,1,4,10,0,7,2016-08-31,,2026-09-01
100465,48,0,9,Sales,Male,Account Executive,5,10695.41,1,4,15,1,3,2011-06-28,,2026-09-01
100466,32,0,36,Finance,Male,Finance Manager,3,7060.54,0,5,7,3,5,2018-10-15,,2026-09-01
100467,50,1,40,Finance,Female,Accountant,3,7042.05,1,3,20,4,15,2006-07-13,2026-06-24,2026-09-01
100468,25,1,9,Finance,Male,Accountant,3,5420.3,0,5,20,7,20,2005-11-13,2025-10-08,2026-09-01
100469,34,0,12,HR,Female,HR Manager,4,4247.68,0,2,13,16,0,2012-12-10,,2026-09-01
100470,32,0,13,Finance,Male,Financial Analyst,2,7491.03,0,4,6,17,4,2020-08-29,,2026-09-01
100471,54,0,11,Engineering,Male,Data Analyst,1,10007.9,0,2,5,10,3,2021-04-30,,2026-09-01
100472,62,1,14,HR,Female,HR Specialist,2,6327.32,0,2,11,6,3,2014-12-23,2026-04-19,2026-09-01
100473,58,0,22,Engineering,Female,Data Analyst,4,12830.0,0,1,5,18,1,2020-12-30,,2026-09-01
100474,26,0,39,Sales,Female,Account Executive,1,8049.39,0,1,20,19,11,2006-07-07,,2026-09-01
100475,62,1,25,Sales,Male,Sales Manager,3,12148.87,0,5,9,6,7,2016-11-24,2025-12-17,2026-09-01
100476,54,0,18,Engineering,Male,Software Engineer,5,13198.33,0,4,19,16,10,2006-11-15,,2026-09-01
100477,33,0,4,Operations,Female,Operations Analyst,2,10327.71,0,3,7,22,2,2019-06-05,,2026-09-01
100478,28,0,5,Operations,Male,Operations Manager,2,9374.4,0,5,17,2,7,2009-07-07,,2026-09-01
100479,31,0,18,Operations,Male,Operations Manager,5,12925.55,0,5,11,6,9,2015-03-30,,2026-09-01
100480,52,0,11,Customer Support,Female,Support Specialist,2,11327.35,0,2,14,14,9,2012-08-28,,2026-09-01
100481,35,0,21,Operations,Male,Coordinator,1,5562.12,0,5,15,4,6,2011-01-17,,2026-09-01
100482,47,0,16,HR,Male,HR Specialist,5,14339.58,1,5,6,9,0,2020-04-04,,2026-09-01
100483,48,0,5,HR,Male,HR Specialist,4,7584.09,1,5,8,1,1,2018-08-21,,2026-09-01
100484,34,1,38,HR,Female,Recruiter,4,10302.07,0,1,10,7,4,2016-07-22,2026-06-19,2026-09-01
100485,58,0,29,Engineering,Female,BI Developer,3,5937.51,0,4,14,17,7,2011-12-16,,2026-09-01
100486,56,0,18,Operations,Female,Operations Manager,3,13908.85,0,2,4,8,3,2022-08-24,,2026-09-01
100487,35,0,12,HR,Male,Recruiter,4,6589.2,0,2,9,16,7,2016-10-01,,2026-09-01
100488,46,0,23,Customer Support,Female,Customer Success Manager,4,11122.4,0,2,16,16,7,2009-11-12,,2026-09-01
100489,54,0,13,Finance,Male,Finance Manager,3,8362.84,0,4,16,3,2,2010-06-14,,2026-09-01
100490,32,1,4,Sales,Female,Account Executive,4,5505.14,1,5,20,19,14,2005-10-25,2026-08-16,2026-09-01
100491,37,0,13,HR,Female,HR Manager,3,6645.41,0,4,17,3,12,2009-07-27,,2026-09-01
