CustomerID,SignupDate,Region,CustomerSegment,ContractType,InternetService,PaymentMethod,TenureMonths,MonthlyCharges,SupportTickets90D,LatePayments12M,PaperlessBilling,StreamingService,TechSupport,SeniorCitizen,Dependents,Partner,ChurnProbability,ChurnFlag,RecommendedAction
100865,2025-09-15,East,Consumer,Month-to-Month,Fiber,Credit Card,54,32.48,3,1,0,0,0,0,1,1,0.5192,1,Monitor account / standard nurture
100866,2025-08-28,West,Consumer,Two Year,None,Bank Transfer,18,38.67,4,1,1,0,0,0,1,1,0.4601,0,Monitor account / standard nurture
100867,2020-04-18,South,SMB,One Year,Fiber,Electronic Check,43,71.36,2,2,1,0,1,1,0,1,0.7228,1,Apply billing outreach and payment plan
100868,2022-02-23,East,Consumer,One Year,Fiber,Electronic Check,6,78.7,0,3,1,0,1,0,1,0,0.8327,0,Apply billing outreach and payment plan
100869,2025-05-04,East,Consumer,Month-to-Month,DSL,Bank Transfer,7,25.92,2,2,0,1,0,0,1,1,0.7115,1,Apply billing outreach and payment plan
100870,2023-02-27,West,Consumer,Month-to-Month,Fiber,Credit Card,60,92.07,2,1,1,0,1,0,0,0,0.7344,1,Offer targeted discount review
100871,2022-06-28,West,Consumer,Month-to-Month,Fiber,Mailed Check,24,59.87,1,1,1,0,0,1,0,1,0.8068,1,Offer contract upgrade incentive
100872,2020-08-30,South,Consumer,Month-to-Month,None,Electronic Check,5,86.76,3,1,1,0,1,0,1,1,0.9057,1,Offer contract upgrade incentive
100873,2021-09-01,East,Consumer,Month-to-Month,DSL,Electronic Check,5,75.36,1,2,0,1,0,0,1,0,0.8935,1,Offer contract upgrade incentive
100874,2020-02-24,East,Consumer,Month-to-Month,Fiber,Electronic Check,27,59.04,3,2,1,0,0,1,0,0,0.92,1,Offer contract upgrade incentive
100875,2020-01-24,North,SMB,Month-to-Month,DSL,Bank Transfer,57,133.6,1,1,1,0,1,0,0,1,0.7651,0,Offer contract upgrade incentive
100876,2023-01-12,South,SMB,One Year,Fiber,Credit Card,20,58.84,4,1,1,1,1,0,1,1,0.6591,1,Monitor account / standard nurture
100877,2024-05-19,North,Consumer,Two Year,DSL,Electronic Check,56,41.96,0,0,1,1,1,0,0,1,0.1398,0,Monitor account / standard nurture
100878,2023-10-16,North,Consumer,Two Year,DSL,Credit Card,28,20.49,1,0,1,1,1,1,0,1,0.1561,0,Monitor account / standard nurture
100879,2024-09-30,North,Consumer,Month-to-Month,Fiber,Electronic Check,37,62.2,1,1,0,1,1,0,0,0,0.7361,1,Monitor account / standard nurture
100880,2021-09-15,North,Consumer,Month-to-Month,DSL,Electronic Check,33,89.51,1,1,0,1,0,1,1,1,0.8061,1,Offer contract upgrade incentive
100881,2021-03-22,East,Consumer,Two Year,DSL,Mailed Check,24,68.02,1,0,1,0,0,1,1,1,0.3909,0,Monitor account / standard nurture
100882,2022-11-04,West,Consumer,Two Year,DSL,Electronic Check,71,85.59,3,1,0,0,1,0,1,0,0.3962,0,Monitor account / standard nurture
100883,2021-12-30,North,Consumer,Month-to-Month,DSL,Mailed Check,47,47.31,2,1,1,0,0,0,1,1,0.6172,1,Provide free tech support retention offer
100884,2021-11-26,West,Consumer,Month-to-Month,DSL,Electronic Check,37,41.32,0,2,1,1,0,0,0,1,0.6835,1,Apply billing outreach and payment plan
100885,2019-01-10,North,Consumer,One Year,None,Credit Card,36,43.07,4,0,1,1,0,0,1,1,0.4093,1,Monitor account / standard nurture
100886,2020-01-18,West,SMB,Month-to-Month,DSL,Electronic Check,26,26.92,1,0,0,1,1,1,1,0,0.4831,1,Monitor account / standard nurture
100887,2021-03-03,East,Consumer,Month-to-Month,Fiber,Credit Card,51,84.27,4,1,0,0,1,0,0,0,0.8107,1,Offer contract upgrade incentive
100888,2021-08-04,East,Enterprise,Month-to-Month,Fiber,Electronic Check,68,107.84,4,1,1,0,0,0,1,1,0.8563,1,Offer contract upgrade incentive
100889,2023-07-05,West,SMB,Two Year,Fiber,Electronic Check,56,62.17,3,0,0,0,0,0,1,0,0.3652,0,Monitor account / standard nurture
100890,2025-10-22,South,Consumer,Month-to-Month,None,Bank Transfer,67,99.49,2,1,0,0,0,1,0,0,0.6978,0,Provide free tech support retention offer
100891,2019-03-29,East,Consumer,One Year,DSL,Electronic Check,28,77.49,2,1,0,1,1,0,1,0,0.6454,0,Monitor account / standard nurture
100892,2021-05-28,South,Consumer,Month-to-Month,Fiber,Credit Card,2,105.69,1,4,1,1,0,0,0,1,0.92,1,Offer contract upgrade incentive
100893,2022-08-18,South,SMB,One Year,DSL,Mailed Check,71,37.77,1,1,1,1,1,0,1,1,0.1677,0,Monitor account / standard nurture
100894,2024-06-04,South,SMB,Month-to-Month,Fiber,Bank Transfer,67,27.41,0,1,0,1,0,0,1,0,0.2553,0,Monitor account / standard nurture
100895,2022-01-18,North,SMB,Month-to-Month,None,Bank Transfer,26,36.79,4,0,1,1,0,0,0,1,0.6616,1,Provide free tech support retention offer
100896,2021-11-20,South,Consumer,Month-to-Month,Fiber,Electronic Check,60,132.61,3,2,1,0,0,0,0,1,0.92,1,Offer contract upgrade incentive
100897,2025-12-26,South,Consumer,One Year,Fiber,Bank Transfer,37,106.15,5,0,0,0,0,0,0,0,0.8244,1,Provide free tech support retention offer
100898,2025-03-22,South,SMB,Two Year,None,Mailed Check,72,41.49,1,1,0,1,0,0,0,1,0.1185,0,Monitor account / standard nurture
100899,2020-04-23,North,Consumer,Two Year,Fiber,Electronic Check,49,70.39,3,0,1,1,1,0,1,0,0.4574,0,Monitor account / standard nurture
100900,2023-12-22,West,SMB,Month-to-Month,Fiber,Credit Card,18,128.26,3,1,1,0,0,0,0,1,0.92,1,Offer contract upgrade incentive
100901,2024-12-11,West,Consumer,One Year,Fiber,Electronic Check,33,68.5,2,2,1,1,1,0,0,1,0.7516,1,Apply billing outreach and payment plan
100902,2023-12-28,West,SMB,One Year,Fiber,Electronic Check,37,23.08,3,0,0,0,0,0,1,0,0.4162,0,Monitor account / standard nurture
100903,2020-07-27,South,Enterprise,Month-to-Month,Fiber,Credit Card,61,33.8,1,0,1,0,0,0,1,1,0.2547,0,Monitor account / standard nurture
100904,2022-11-08,South,Consumer,Month-to-Month,DSL,Credit Card,14,127.52,1,0,0,0,1,0,0,1,0.8245,0,Offer contract upgrade incentive
100905,2020-11-05,North,SMB,Two Year,Fiber,Credit Card,72,88.2,0,1,1,1,0,0,1,0,0.2216,0,Monitor account / standard nurture
100906,2019-09-17,South,Consumer,One Year,Fiber,Credit Card,27,100.93,3,2,0,1,1,0,0,0,0.8239,1,Apply billing outreach and payment plan
100907,2022-09-16,South,Consumer,One Year,Fiber,Electronic Check,26,63.49,3,1,0,1,1,0,0,1,0.7172,1,Monitor account / standard nurture
100908,2025-06-06,West,Consumer,Month-to-Month,DSL,Credit Card,45,47.33,1,1,1,0,0,0,1,0,0.5205,0,Monitor account / standard nurture
100909,2022-10-01,North,SMB,Month-to-Month,DSL,Electronic Check,37,127.97,2,2,0,0,1,0,0,0,0.92,0,Offer contract upgrade incentive
100910,2022-07-02,South,Consumer,Month-to-Month,DSL,Bank Transfer,19,35.06,1,0,1,1,0,0,0,0,0.5801,1,Monitor account / standard nurture
100911,2019-12-30,West,Consumer,Month-to-Month,DSL,Bank Transfer,61,21.05,2,0,1,1,0,1,0,1,0.3605,0,Monitor account / standard nurture
100912,2020-11-29,West,Consumer,Month-to-Month,Fiber,Electronic Check,38,45.27,2,1,1,1,1,0,0,0,0.7611,1,Offer contract upgrade incentive
100913,2023-06-25,South,Consumer,One Year,Fiber,Electronic Check,46,41.47,1,0,1,0,0,0,0,1,0.3952,0,Monitor account / standard nurture
100914,2024-12-16,South,SMB,Two Year,DSL,Electronic Check,36,44.46,2,1,1,1,1,0,0,0,0.3985,1,Monitor account / standard nurture
100915,2023-01-27,South,Consumer,Month-to-Month,DSL,Electronic Check,41,119.64,1,2,0,0,1,0,0,0,0.892,1,Offer contract upgrade incentive
100916,2021-02-16,North,Consumer,Two Year,DSL,Electronic Check,70,100.64,2,1,1,1,0,0,0,0,0.5378,1,Monitor account / standard nurture
100917,2025-05-31,South,Enterprise,Month-to-Month,Fiber,Electronic Check,35,26.99,1,1,1,0,0,0,1,0,0.5832,0,Monitor account / standard nurture
100918,2023-04-18,North,Enterprise,One Year,DSL,Credit Card,28,125.18,2,2,1,0,0,0,0,0,0.826,0,Apply billing outreach and payment plan
100919,2023-05-05,North,Consumer,One Year,Fiber,Bank Transfer,72,58.64,1,0,0,1,1,0,1,0,0.171,0,Monitor account / standard nurture
100920,2025-04-19,North,Consumer,One Year,Fiber,Credit Card,17,32.83,0,0,0,1,1,0,1,0,0.2381,1,Monitor account / standard nurture
100921,2023-10-15,West,Consumer,Two Year,Fiber,Electronic Check,18,74.68,1,2,1,0,0,0,1,0,0.7126,0,Apply billing outreach and payment plan
100922,2025-02-26,East,Consumer,Month-to-Month,DSL,Bank Transfer,61,70.08,3,1,1,0,0,0,0,1,0.692,0,Provide free tech support retention offer
100923,2024-02-20,South,SMB,Two Year,DSL,Electronic Check,32,87.35,4,2,0,1,0,0,1,1,0.7443,1,Apply billing outreach and payment plan
100924,2020-04-04,North,Consumer,Month-to-Month,Fiber,Electronic Check,9,130.06,2,2,1,1,0,0,0,1,0.92,1,Offer contract upgrade incentive
100925,2024-03-04,North,Consumer,Two Year,None,Credit Card,14,113.8,1,1,1,0,0,1,1,0,0.6526,1,Provide free tech support retention offer
100926,2024-08-21,North,Enterprise,Month-to-Month,DSL,Bank Transfer,54,131.21,0,1,1,1,0,0,0,0,0.7396,1,Provide free tech support retention offer
100927,2025-01-27,North,Consumer,One Year,Fiber,Credit Card,26,98.04,1,0,0,0,1,1,0,1,0.5678,0,Offer targeted discount review
100928,2020-03-02,South,SMB,Month-to-Month,DSL,Bank Transfer,40,29.79,0,0,1,1,1,0,1,1,0.2472,0,Monitor account / standard nurture
100929,2021-09-07,East,Consumer,Month-to-Month,None,Electronic Check,19,83.85,0,1,0,0,0,0,0,1,0.7792,1,Offer contract upgrade incentive
100930,2023-11-10,East,Consumer,One Year,None,Credit Card,32,36.18,1,1,1,0,0,1,0,1,0.3537,0,Monitor account / standard nurture
100931,2021-09-16,East,Consumer,Month-to-Month,DSL,Mailed Check,33,29.81,2,0,0,1,1,0,1,1,0.438,0,Monitor account / standard nurture
100932,2024-09-24,South,Consumer,One Year,Fiber,Electronic Check,32,89.47,3,0,0,1,0,0,0,1,0.7552,0,Provide free tech support retention offer
100933,2020-07-07,South,Consumer,One Year,DSL,Mailed Check,34,97.2,2,0,0,0,1,1,0,1,0.6086,1,Offer targeted discount review
100934,2024-01-25,South,Consumer,Month-to-Month,DSL,Bank Transfer,53,130.04,1,2,1,1,0,1,1,0,0.8704,1,Offer contract upgrade incentive
100935,2024-10-13,East,Consumer,One Year,DSL,Electronic Check,36,118.24,3,0,1,1,0,0,0,1,0.8229,1,Provide free tech support retention offer
100936,2021-09-11,North,SMB,One Year,DSL,Credit Card,44,31.31,4,0,0,0,0,0,1,1,0.2923,0,Monitor account / standard nurture
100937,2025-07-29,East,SMB,One Year,Fiber,Credit Card,33,109.36,2,0,1,1,0,0,1,1,0.6416,1,Provide free tech support retention offer
100938,2023-07-05,North,Consumer,Month-to-Month,Fiber,Bank Transfer,33,33.02,1,0,1,1,0,0,0,0,0.5445,0,Monitor account / standard nurture
100939,2020-10-18,North,Consumer,Month-to-Month,DSL,Credit Card,55,100.03,3,2,0,1,0,0,0,0,0.8469,1,Offer contract upgrade incentive
100940,2025-02-25,North,SMB,Two Year,DSL,Electronic Check,38,35.28,1,0,0,0,0,0,0,0,0.2278,0,Monitor account / standard nurture
100941,2021-08-14,South,SMB,Two Year,Fiber,Mailed Check,43,89.44,2,1,1,0,0,1,1,1,0.5607,1,Monitor account / standard nurture
100942,2024-03-03,South,SMB,Month-to-Month,Fiber,Mailed Check,60,81.41,2,2,1,0,0,0,1,0,0.7966,1,Offer contract upgrade incentive
100943,2019-07-01,East,Enterprise,Month-to-Month,Fiber,Electronic Check,41,41.64,1,1,0,0,1,1,0,0,0.5957,1,Monitor account / standard nurture
100944,2021-08-21,North,Consumer,Month-to-Month,Fiber,Bank Transfer,70,71.04,1,1,0,0,1,0,0,0,0.5022,0,Monitor account / standard nurture
100945,2024-08-04,North,Consumer,One Year,Fiber,Mailed Check,59,125.29,1,2,1,1,0,0,1,1,0.746,0,Apply billing outreach and payment plan
100946,2022-04-17,South,SMB,Two Year,Fiber,Bank Transfer,9,97.31,1,0,0,0,0,0,1,1,0.4959,1,Monitor account / standard nurture
100947,2020-05-24,East,Consumer,Two Year,Fiber,Mailed Check,41,36.95,2,4,0,1,0,1,0,1,0.6137,0,Provide free tech support retention offer
100948,2019-02-07,North,Consumer,One Year,Fiber,Mailed Check,38,76.52,0,1,1,1,1,0,1,1,0.4604,1,Monitor account / standard nurture
100949,2020-02-15,South,Consumer,Month-to-Month,DSL,Credit Card,59,49.86,3,1,1,1,0,0,0,1,0.6081,0,Provide free tech support retention offer
100950,2025-01-27,South,Consumer,Two Year,DSL,Electronic Check,62,73.31,1,1,1,0,1,0,1,0,0.3048,0,Monitor account / standard nurture
100951,2024-08-03,West,Consumer,One Year,Fiber,Credit Card,35,35.78,1,0,1,0,0,0,0,1,0.313,1,Monitor account / standard nurture
100952,2023-03-21,North,Consumer,Month-to-Month,Fiber,Mailed Check,20,34.79,1,0,1,1,1,0,1,1,0.5563,1,Monitor account / standard nurture
100953,2024-06-14,West,Consumer,One Year,Fiber,Bank Transfer,44,34.56,0,1,1,0,1,0,0,1,0.2505,0,Monitor account / standard nurture
100954,2025-07-13,South,Consumer,Two Year,None,Bank Transfer,18,80.36,1,0,1,0,1,0,0,0,0.38,1,Monitor account / standard nurture
100955,2020-02-28,West,Consumer,One Year,None,Bank Transfer,43,91.93,1,1,1,0,0,0,0,1,0.5222,1,Monitor account / standard nurture
100956,2023-01-23,North,SMB,Two Year,Fiber,Credit Card,45,116.95,0,0,1,1,1,0,0,0,0.3764,0,Monitor account / standard nurture
100957,2025-10-29,South,Consumer,Month-to-Month,Fiber,Electronic Check,46,73.61,1,1,1,0,0,1,0,0,0.8224,1,Offer contract upgrade incentive
100958,2020-07-29,South,SMB,Month-to-Month,Fiber,Bank Transfer,58,129.89,4,1,0,1,1,0,0,1,0.8757,1,Offer contract upgrade incentive
100959,2019-07-26,South,Consumer,Month-to-Month,Fiber,Bank Transfer,18,35.2,1,0,0,1,0,0,1,1,0.5169,1,Monitor account / standard nurture
100960,2025-06-14,West,Consumer,Two Year,Fiber,Bank Transfer,33,87.91,0,1,1,1,0,0,0,1,0.4517,0,Monitor account / standard nurture
100961,2021-06-19,North,Consumer,One Year,None,Mailed Check,27,117.93,1,1,1,0,1,0,1,0,0.7066,1,Offer targeted discount review
100962,2019-09-19,North,Consumer,Month-to-Month,DSL,Bank Transfer,15,79.43,2,0,1,0,0,0,1,1,0.7667,0,Offer contract upgrade incentive
100963,2025-11-22,East,Consumer,Month-to-Month,DSL,Bank Transfer,24,45.54,1,0,0,1,1,0,0,0,0.5054,0,Monitor account / standard nurture
100964,2023-06-20,East,SMB,Two Year,DSL,Mailed Check,52,98.44,2,1,0,0,1,0,0,0,0.4521,0,Monitor account / standard nurture
100965,2025-03-07,West,Consumer,One Year,DSL,Mailed Check,63,107.85,1,1,1,1,1,0,0,1,0.5288,0,Monitor account / standard nurture
100966,2024-01-19,East,Consumer,Month-to-Month,DSL,Bank Transfer,38,87.19,1,0,1,1,0,1,1,0,0.6864,1,Provide free tech support retention offer
100967,2020-11-07,North,Consumer,Month-to-Month,Fiber,Electronic Check,44,120.33,1,1,1,1,0,0,1,1,0.8806,1,Offer contract upgrade incentive
100968,2020-02-25,West,Consumer,Two Year,None,Mailed Check,53,39.86,1,0,0,0,1,0,1,0,0.1073,0,Monitor account / standard nurture
100969,2024-06-08,East,Consumer,One Year,Fiber,Bank Transfer,26,90.27,2,1,1,1,1,1,0,0,0.7508,1,Offer targeted discount review
100970,2024-02-14,East,Consumer,Month-to-Month,Fiber,Credit Card,16,127.63,4,0,0,1,0,0,1,1,0.92,1,Offer contract upgrade incentive
100971,2023-02-04,East,SMB,Two Year,None,Mailed Check,39,33.4,2,1,0,1,0,0,0,1,0.2411,1,Monitor account / standard nurture
100972,2024-01-13,East,SMB,One Year,Fiber,Bank Transfer,63,95.18,5,2,1,0,0,0,0,1,0.8049,1,Apply billing outreach and payment plan
100973,2024-09-23,East,Consumer,Two Year,Fiber,Bank Transfer,26,23.65,1,0,0,1,0,0,0,0,0.2114,0,Monitor account / standard nurture
100974,2022-05-01,East,Consumer,One Year,DSL,Electronic Check,11,100.51,2,0,1,0,0,0,1,1,0.787,0,Provide free tech support retention offer
100975,2020-10-01,South,Consumer,One Year,DSL,Credit Card,7,57.47,0,1,1,1,0,0,0,1,0.5201,1,Monitor account / standard nurture
100976,2023-02-13,North,Consumer,Month-to-Month,Fiber,Credit Card,69,84.65,2,0,1,0,1,0,0,1,0.5562,1,Monitor account / standard nurture
100977,2020-05-06,West,Consumer,One Year,Fiber,Electronic Check,31,108.75,2,2,1,1,0,0,1,1,0.8694,0,Apply billing outreach and payment plan
100978,2020-01-30,West,SMB,Two Year,Fiber,Mailed Check,6,63.98,2,1,0,1,0,0,0,1,0.6177,1,Provide free tech support retention offer
100979,2019-04-04,South,Consumer,Two Year,None,Electronic Check,32,102.23,2,0,1,0,0,0,0,0,0.6286,1,Provide free tech support retention offer
100980,2024-10-30,East,SMB,Month-to-Month,Fiber,Mailed Check,54,88.2,1,0,1,0,0,0,0,1,0.6725,1,Provide free tech support retention offer
100981,2020-11-10,West,Consumer,Two Year,DSL,Electronic Check,61,27.87,0,1,1,0,1,0,1,1,0.1171,0,Monitor account / standard nurture
100982,2021-07-31,North,Consumer,Two Year,DSL,Electronic Check,11,66.59,2,2,1,1,0,1,0,0,0.7853,0,Apply billing outreach and payment plan
100983,2023-04-14,North,Consumer,Month-to-Month,None,Credit Card,53,91.29,3,0,0,0,1,0,1,0,0.5956,0,Offer targeted discount review
100984,2021-05-20,West,Consumer,Month-to-Month,Fiber,Electronic Check,33,61.53,1,0,1,1,0,1,1,1,0.7234,1,Provide free tech support retention offer
100985,2022-11-09,North,SMB,Month-to-Month,None,Credit Card,4,66.78,1,0,0,1,1,0,0,0,0.6328,0,Monitor account / standard nurture
100986,2023-04-25,East,SMB,One Year,None,Mailed Check,72,27.36,2,1,1,0,0,0,0,1,0.2139,0,Monitor account / standard nurture
100987,2023-07-21,North,Consumer,Month-to-Month,Fiber,Credit Card,3,133.69,2,0,1,1,0,0,1,1,0.92,1,Offer contract upgrade incentive
100988,2020-12-10,North,SMB,Month-to-Month,Fiber,Electronic Check,17,59.12,5,2,0,0,1,0,1,1,0.92,1,Offer contract upgrade incentive
100989,2019-02-05,North,SMB,Two Year,Fiber,Mailed Check,15,99.03,1,0,1,1,0,0,0,1,0.616,1,Provide free tech support retention offer
100990,2025-03-17,South,SMB,Month-to-Month,None,Bank Transfer,63,42.97,1,1,1,1,0,0,1,1,0.329,0,Monitor account / standard nurture
100991,2022-12-25,West,Enterprise,Month-to-Month,None,Electronic Check,44,99.75,5,2,1,0,0,1,1,1,0.92,0,Offer contract upgrade incentive
100992,2021-01-03,West,Consumer,Month-to-Month,DSL,Electronic Check,5,126.6,2,0,0,0,0,0,0,0,0.92,1,Offer contract upgrade incentive
100993,2023-08-23,West,Consumer,Month-to-Month,DSL,Electronic Check,47,98.77,3,0,1,1,1,0,0,1,0.824,1,Offer contract upgrade incentive
100994,2025-07-07,West,Consumer,Month-to-Month,None,Electronic Check,12,47.85,3,0,1,0,0,0,1,0,0.8002,1,Offer contract upgrade incentive
100995,2020-08-19,South,SMB,Month-to-Month,DSL,Credit Card,9,58.62,2,0,1,0,1,0,1,1,0.645,1,Monitor account / standard nurture
100996,2024-06-30,East,SMB,Month-to-Month,DSL,Credit Card,17,116.81,2,0,1,0,0,0,0,0,0.8775,1,Offer contract upgrade incentive
100997,2024-02-15,North,Consumer,Two Year,Fiber,Mailed Check,61,126.64,0,2,1,1,0,0,1,1,0.5689,0,Offer targeted discount review
100998,2021-03-27,North,Consumer,One Year,None,Electronic Check,72,20.14,4,1,1,1,1,0,0,1,0.3205,1,Monitor account / standard nurture
100999,2019-09-12,East,Consumer,Two Year,None,Credit Card,44,110.39,1,1,0,1,0,0,1,0,0.4035,0,Monitor account / standard nurture
101000,2022-01-01,East,Consumer,Month-to-Month,Fiber,Credit Card,71,41.02,2,0,0,0,0,0,0,0,0.3861,0,Monitor account / standard nurture
101001,2025-07-18,West,SMB,Month-to-Month,Fiber,Electronic Check,64,55.88,1,1,1,1,0,0,1,1,0.5739,1,Monitor account / standard nurture
101002,2025-12-05,East,Enterprise,Two Year,Fiber,Credit Card,51,57.13,0,3,1,0,0,1,1,0,0.32,0,Monitor account / standard nurture
101003,2022-09-01,East,SMB,Month-to-Month,Fiber,Mailed Check,52,78.45,3,0,1,0,1,0,1,1,0.6831,1,Monitor account / standard nurture
101004,2024-09-14,West,Consumer,Month-to-Month,Fiber,Credit Card,51,125.44,4,0,0,1,0,0,0,0,0.8865,1,Offer contract upgrade incentive
101005,2019-05-26,South,SMB,One Year,Fiber,Credit Card,22,39.24,2,0,1,0,1,0,1,1,0.3458,0,Monitor account / standard nurture
101006,2023-07-01,East,Consumer,Two Year,DSL,Bank Transfer,71,35.05,2,2,1,0,1,0,0,0,0.2041,0,Monitor account / standard nurture
101007,2021-10-24,West,Consumer,Month-to-Month,Fiber,Electronic Check,69,84.17,1,0,0,1,1,0,0,0,0.5932,0,Monitor account / standard nurture
101008,2020-12-29,South,Consumer,Two Year,DSL,Credit Card,69,76.07,1,0,0,0,0,1,1,0,0.164,0,Monitor account / standard nurture
101009,2022-05-28,North,Consumer,Month-to-Month,DSL,Credit Card,40,113.09,1,2,0,1,1,1,1,0,0.8109,1,Offer contract upgrade incentive
101010,2025-06-03,East,Consumer,Two Year,DSL,Bank Transfer,5,101.19,4,0,1,1,0,0,1,1,0.743,1,Provide free tech support retention offer
101011,2023-11-18,East,Consumer,Month-to-Month,Fiber,Credit Card,6,68.88,4,1,1,1,1,0,0,1,0.9027,1,Offer contract upgrade incentive
101012,2020-08-31,North,Consumer,One Year,Fiber,Credit Card,45,97.7,0,0,1,1,0,0,0,0,0.4872,1,Monitor account / standard nurture
101013,2022-11-20,North,Consumer,Month-to-Month,DSL,Bank Transfer,49,86.3,2,1,1,0,0,0,1,0,0.736,0,Provide free tech support retention offer
101014,2020-06-14,East,SMB,Month-to-Month,DSL,Credit Card,42,120.53,3,1,1,1,0,0,0,1,0.8793,1,Offer contract upgrade incentive
101015,2019-02-25,South,SMB,Two Year,Fiber,Electronic Check,43,59.21,1,3,1,1,0,0,0,0,0.6224,0,Provide free tech support retention offer
101016,2021-07-14,East,Consumer,Month-to-Month,Fiber,Mailed Check,18,95.29,3,1,0,1,0,0,0,0,0.92,1,Offer contract upgrade incentive
101017,2020-10-12,West,Consumer,Month-to-Month,None,Credit Card,11,74.47,1,0,1,0,1,0,0,0,0.6918,1,Monitor account / standard nurture
101018,2019-09-04,West,Consumer,Month-to-Month,None,Credit Card,38,76.28,4,2,1,1,1,0,0,1,0.8385,1,Offer contract upgrade incentive
101019,2024-04-04,North,Consumer,Month-to-Month,DSL,Credit Card,60,81.01,4,0,1,0,0,0,1,1,0.6766,1,Provide free tech support retention offer
101020,2025-07-11,North,Consumer,Two Year,Fiber,Bank Transfer,25,112.57,1,1,1,1,1,0,1,1,0.5808,1,Offer targeted discount review
101021,2021-08-15,East,Consumer,Month-to-Month,DSL,Credit Card,7,128.89,1,0,1,1,0,0,1,1,0.8728,0,Offer contract upgrade incentive
101022,2022-03-29,West,Consumer,Two Year,DSL,Mailed Check,2,87.83,1,1,1,0,0,0,0,1,0.6893,1,Provide free tech support retention offer
101023,2023-07-25,North,Consumer,Month-to-Month,DSL,Credit Card,15,41.26,2,1,1,0,0,1,1,1,0.7135,1,Provide free tech support retention offer
101024,2023-03-21,East,Consumer,One Year,DSL,Credit Card,57,64.65,5,1,1,1,0,0,0,0,0.6524,1,Provide free tech support retention offer
101025,2025-02-11,East,Consumer,Two Year,Fiber,Mailed Check,36,129.08,1,1,1,1,1,1,0,1,0.7133,1,Offer targeted discount review
101026,2020-03-06,East,Consumer,Month-to-Month,DSL,Bank Transfer,9,122.87,1,1,1,1,1,0,1,0,0.8893,1,Offer contract upgrade incentive
101027,2024-05-10,West,SMB,Month-to-Month,DSL,Electronic Check,41,71.44,2,0,1,1,0,0,1,1,0.6951,0,Provide free tech support retention offer
101028,2024-01-09,North,Consumer,One Year,DSL,Bank Transfer,6,129.88,1,1,0,1,1,0,0,1,0.7951,1,Offer targeted discount review
101029,2020-06-26,South,Enterprise,Month-to-Month,DSL,Bank Transfer,34,77.98,1,2,0,0,1,0,0,0,0.6826,1,Apply billing outreach and payment plan
101030,2022-02-22,South,Consumer,Month-to-Month,DSL,Electronic Check,45,123.72,2,0,1,0,0,0,1,0,0.8695,1,Offer contract upgrade incentive
101031,2021-03-05,East,Consumer,Month-to-Month,Fiber,Electronic Check,12,91.98,1,1,0,0,0,0,0,1,0.8995,1,Offer contract upgrade incentive
101032,2021-12-29,North,Consumer,Two Year,DSL,Credit Card,51,22.03,1,4,1,0,0,0,0,0,0.3531,0,Monitor account / standard nurture
101033,2022-02-23,East,Consumer,Month-to-Month,DSL,Electronic Check,69,52.05,0,0,0,1,0,0,1,0,0.3405,0,Monitor account / standard nurture
101034,2022-04-03,East,SMB,Two Year,Fiber,Electronic Check,5,96.97,0,1,1,1,1,0,1,0,0.6627,1,Offer targeted discount review
101035,2023-12-28,North,SMB,Month-to-Month,DSL,Electronic Check,45,99.53,4,0,0,0,1,0,0,1,0.8322,1,Offer contract upgrade incentive
101036,2022-06-19,North,Consumer,Month-to-Month,DSL,Credit Card,23,39.25,3,1,1,0,0,1,0,0,0.7825,1,Offer contract upgrade incentive
101037,2023-07-03,North,Consumer,Month-to-Month,None,Credit Card,39,36.42,2,2,1,1,0,1,0,1,0.661,1,Apply billing outreach and payment plan
101038,2021-11-05,East,SMB,One Year,Fiber,Bank Transfer,13,127.28,0,0,1,1,0,0,1,0,0.7221,1,Provide free tech support retention offer
101039,2021-01-23,North,Consumer,Month-to-Month,None,Electronic Check,30,118.27,2,3,0,0,0,1,1,0,0.92,1,Offer contract upgrade incentive
101040,2023-05-07,South,Consumer,Month-to-Month,Fiber,Mailed Check,47,103.11,4,0,1,0,1,0,0,0,0.881,1,Offer contract upgrade incentive
101041,2023-07-16,West,Consumer,Month-to-Month,None,Mailed Check,40,40.04,0,0,1,1,1,0,0,0,0.3895,0,Monitor account / standard nurture
101042,2019-10-13,North,Consumer,Two Year,None,Credit Card,1,35.41,2,0,1,1,1,0,1,1,0.27,0,Monitor account / standard nurture
101043,2019-07-21,East,Enterprise,Month-to-Month,Fiber,Credit Card,50,131.26,2,0,1,0,0,0,0,0,0.818,1,Offer contract upgrade incentive
101044,2025-02-28,East,SMB,One Year,Fiber,Mailed Check,56,20.13,0,1,0,0,1,0,0,1,0.1585,0,Monitor account / standard nurture
101045,2020-09-30,South,Consumer,Month-to-Month,Fiber,Mailed Check,6,27.24,2,0,1,1,0,0,0,0,0.7646,0,Offer contract upgrade incentive
101046,2020-02-01,West,Consumer,Two Year,DSL,Mailed Check,60,80.69,0,0,0,0,1,1,0,0,0.203,1,Monitor account / standard nurture
101047,2025-06-04,West,Consumer,Month-to-Month,DSL,Bank Transfer,2,42.7,3,4,1,0,1,0,1,1,0.905,1,Offer contract upgrade incentive
