Date,Region,Category,Product,Units,Price,DiscountPct,Revenue
2024-04-25,West,Electronics,Tablet,40,300.72,0.1,10825.92
2024-04-25,West,Furniture,Shelf,38,112.85,0.05,4073.88
2024-04-25,West,Office Supplies,Printer Ink,33,185.51,0.15,5203.56
2024-04-26,North,Electronics,Phone,40,78.61,0.1,2829.96
2024-04-26,North,Furniture,Shelf,42,135.46,0.1,5120.39
2024-04-26,North,Office Supplies,Stapler,24,343.08,0.15,6998.83
2024-04-26,South,Electronics,Tablet,22,41.74,0.1,826.45
2024-04-26,South,Furniture,Chair,15,193.03,0.05,2750.68
2024-04-26,South,Office Supplies,Paper,48,58.99,0.05,2689.94
2024-04-26,East,Electronics,Laptop,46,262.22,0.15,10252.8
2024-04-26,East,Furniture,Shelf,46,401.03,0.15,15680.27
2024-04-26,East,Office Supplies,Stapler,25,435.73,0.1,9803.93
2024-04-26,West,Electronics,Phone,36,317.31,0.15,9709.69
2024-04-26,West,Furniture,Chair,6,317.01,0.15,1616.75
2024-04-26,West,Office Supplies,Paper,36,428.28,0.05,14647.18
2024-04-27,North,Electronics,Phone,35,350.76,0.0,12276.6
2024-04-27,North,Furniture,Shelf,25,394.17,0.05,9361.54
2024-04-27,North,Office Supplies,Stapler,16,39.27,0.0,628.32
2024-04-27,South,Electronics,Phone,32,113.6,0.1,3271.68
2024-04-27,South,Furniture,Desk,46,399.9,0.05,17475.63
2024-04-27,South,Office Supplies,Stapler,30,158.16,0.05,4507.56
2024-04-27,East,Electronics,Phone,15,426.51,0.15,5438.0
2024-04-27,East,Furniture,Shelf,46,447.0,0.05,19533.9
2024-04-27,East,Office Supplies,Printer Ink,20,22.59,0.05,429.21
2024-04-27,West,Electronics,Tablet,24,152.44,0.0,3658.56
2024-04-27,West,Furniture,Desk,14,352.33,0.15,4192.73
2024-04-27,West,Office Supplies,Paper,17,337.35,0.05,5448.2
2024-04-28,North,Electronics,Tablet,41,332.2,0.0,13620.2
2024-04-28,North,Furniture,Chair,24,356.66,0.1,7703.86
2024-04-28,North,Office Supplies,Paper,20,183.83,0.05,3492.77
2024-04-28,South,Electronics,Laptop,6,217.46,0.0,1304.76
2024-04-28,South,Furniture,Chair,13,318.91,0.0,4145.83
2024-04-28,South,Office Supplies,Printer Ink,24,251.7,0.05,5738.76
2024-04-28,East,Electronics,Laptop,40,103.83,0.1,3737.88
2024-04-28,East,Furniture,Chair,35,406.65,0.05,13521.11
2024-04-28,East,Office Supplies,Paper,19,447.38,0.15,7225.19
2024-04-28,West,Electronics,Laptop,43,260.13,0.05,10626.31
2024-04-28,West,Furniture,Chair,18,423.11,0.15,6473.58
2024-04-28,West,Office Supplies,Printer Ink,38,460.29,0.15,14867.37
2024-04-29,North,Electronics,Tablet,10,363.07,0.15,3086.1
2024-04-29,North,Furniture,Chair,18,396.69,0.0,7140.42
2024-04-29,North,Office Supplies,Paper,36,344.65,0.15,10546.29
2024-04-29,South,Electronics,Tablet,42,162.0,0.15,5783.4
2024-04-29,South,Furniture,Desk,20,124.59,0.15,2118.03
2024-04-29,South,Office Supplies,Paper,44,81.33,0.1,3220.67
2024-04-29,East,Electronics,Phone,18,369.81,0.15,5658.09
2024-04-29,East,Furniture,Desk,49,421.89,0.0,20672.61
2024-04-29,East,Office Supplies,Stapler,36,410.45,0.0,14776.2
2024-04-29,West,Electronics,Laptop,48,331.9,0.0,15931.2
2024-04-29,West,Furniture,Shelf,27,369.89,0.1,8988.33
2024-04-29,West,Office Supplies,Printer Ink,19,447.78,0.0,8507.82
2024-04-30,North,Electronics,Phone,39,191.17,0.1,6710.07
2024-04-30,North,Furniture,Chair,27,411.33,0.0,11105.91
2024-04-30,North,Office Supplies,Stapler,24,291.56,0.0,6997.44
2024-04-30,South,Electronics,Laptop,10,409.88,0.1,3688.92
2024-04-30,South,Furniture,Chair,6,311.42,0.15,1588.24
2024-04-30,South,Office Supplies,Stapler,29,207.15,0.0,6007.35
2024-04-30,East,Electronics,Phone,36,104.91,0.1,3399.08
2024-04-30,East,Furniture,Chair,28,214.27,0.05,5699.58
2024-04-30,East,Office Supplies,Printer Ink,20,497.87,0.05,9459.53
2024-04-30,West,Electronics,Phone,5,173.61,0.0,868.05
2024-04-30,West,Furniture,Shelf,5,213.3,0.0,1066.5
2024-04-30,West,Office Supplies,Printer Ink,12,171.31,0.1,1850.15
2024-05-01,North,Electronics,Laptop,7,374.48,0.0,2621.36
2024-05-01,North,Furniture,Shelf,48,352.84,0.0,16936.32
2024-05-01,North,Office Supplies,Paper,43,438.97,0.05,17931.92
2024-05-01,South,Electronics,Phone,42,64.4,0.1,2434.32
2024-05-01,South,Furniture,Desk,17,32.33,0.05,522.13
2024-05-01,South,Office Supplies,Stapler,49,427.98,0.1,18873.92
2024-05-01,East,Electronics,Tablet,30,71.86,0.05,2048.01
2024-05-01,East,Furniture,Shelf,47,153.37,0.0,7208.39
2024-05-01,East,Office Supplies,Stapler,43,488.23,0.1,18894.5
2024-05-01,West,Electronics,Phone,18,43.08,0.05,736.67
2024-05-01,West,Furniture,Shelf,15,39.96,0.1,539.46
2024-05-01,West,Office Supplies,Stapler,10,141.11,0.05,1340.54
2024-05-02,North,Electronics,Laptop,46,93.88,0.1,3886.63
2024-05-02,North,Furniture,Shelf,11,327.66,0.0,3604.26
2024-05-02,North,Office Supplies,Paper,16,356.83,0.05,5423.82
2024-05-02,South,Electronics,Phone,41,30.05,0.15,1047.24
2024-05-02,South,Furniture,Desk,17,387.93,0.05,6265.07
2024-05-02,South,Office Supplies,Printer Ink,8,210.05,0.0,1680.4
2024-05-02,East,Electronics,Phone,15,197.61,0.0,2964.15
2024-05-02,East,Furniture,Shelf,49,77.81,0.15,3240.79
2024-05-02,East,Office Supplies,Stapler,30,411.57,0.0,12347.1
2024-05-02,West,Electronics,Phone,37,262.85,0.05,9239.18
2024-05-02,West,Furniture,Shelf,34,259.67,0.1,7945.9
2024-05-02,West,Office Supplies,Printer Ink,34,471.7,0.0,16037.8
2024-05-03,North,Electronics,Phone,29,219.12,0.05,6036.76
2024-05-03,North,Furniture,Shelf,42,238.58,0.0,10020.36
2024-05-03,North,Office Supplies,Printer Ink,11,331.41,0.05,3463.23
2024-05-03,South,Electronics,Laptop,45,106.65,0.0,4799.25
2024-05-03,South,Furniture,Shelf,42,436.72,0.0,18342.24
2024-05-03,South,Office Supplies,Paper,48,208.04,0.05,9486.62
2024-05-03,East,Electronics,Laptop,8,120.24,0.05,913.82
2024-05-03,East,Furniture,Desk,11,305.71,0.0,3362.81
2024-05-03,East,Office Supplies,Paper,39,75.91,0.15,2516.42
2024-05-03,West,Electronics,Phone,40,279.33,0.1,10055.88
2024-05-03,West,Furniture,Shelf,31,304.53,0.0,9440.43
2024-05-03,West,Office Supplies,Printer Ink,32,162.24,0.15,4412.93
2024-05-04,North,Electronics,Phone,35,305.93,0.0,10707.55
2024-05-04,North,Furniture,Shelf,30,245.56,0.0,7366.8
2024-05-04,North,Office Supplies,Printer Ink,34,171.2,0.05,5529.76
2024-05-04,South,Electronics,Tablet,40,396.07,0.0,15842.8
2024-05-04,South,Furniture,Shelf,11,345.68,0.1,3422.23
2024-05-04,South,Office Supplies,Printer Ink,30,486.05,0.0,14581.5
2024-05-04,East,Electronics,Tablet,10,309.6,0.15,2631.6
2024-05-04,East,Furniture,Chair,23,267.82,0.1,5543.87
2024-05-04,East,Office Supplies,Printer Ink,41,25.04,0.05,975.31
2024-05-04,West,Electronics,Laptop,14,408.64,0.05,5434.91
2024-05-04,West,Furniture,Chair,31,184.09,0.05,5421.45
2024-05-04,West,Office Supplies,Paper,16,410.91,0.0,6574.56
2024-05-05,North,Electronics,Phone,19,312.98,0.1,5351.96
2024-05-05,North,Furniture,Desk,48,46.19,0.1,1995.41
2024-05-05,North,Office Supplies,Stapler,47,240.48,0.05,10737.43
2024-05-05,South,Electronics,Laptop,37,420.98,0.1,14018.63
2024-05-05,South,Furniture,Chair,15,416.64,0.05,5937.12
2024-05-05,South,Office Supplies,Paper,38,403.9,0.05,14580.79
2024-05-05,East,Electronics,Tablet,48,468.98,0.05,21385.49
2024-05-05,East,Furniture,Desk,25,218.79,0.15,4649.29
2024-05-05,East,Office Supplies,Stapler,18,99.02,0.15,1515.01
2024-05-05,West,Electronics,Phone,13,30.09,0.05,371.61
2024-05-05,West,Furniture,Desk,27,398.12,0.0,10749.24
2024-05-05,West,Office Supplies,Stapler,14,280.64,0.05,3732.51
2024-05-06,North,Electronics,Phone,11,232.08,0.1,2297.59
2024-05-06,North,Furniture,Shelf,23,376.3,0.0,8654.9
2024-05-06,North,Office Supplies,Stapler,39,44.55,0.1,1563.7
2024-05-06,South,Electronics,Tablet,17,477.16,0.1,7300.55
2024-05-06,South,Furniture,Shelf,24,247.73,0.1,5350.97
2024-05-06,South,Office Supplies,Paper,7,54.15,0.1,341.15
2024-05-06,East,Electronics,Laptop,7,441.46,0.15,2626.69
2024-05-06,East,Furniture,Chair,17,74.5,0.1,1139.85
2024-05-06,East,Office Supplies,Stapler,11,41.15,0.0,452.65
2024-05-06,West,Electronics,Tablet,28,271.95,0.15,6472.41
2024-05-06,West,Furniture,Desk,14,474.07,0.05,6305.13
2024-05-06,West,Office Supplies,Paper,29,469.73,0.0,13622.17
2024-05-07,North,Electronics,Laptop,30,383.24,0.05,10922.34
2024-05-07,North,Furniture,Desk,40,191.91,0.1,6908.76
2024-05-07,North,Office Supplies,Printer Ink,9,475.51,0.05,4065.61
2024-05-07,South,Electronics,Tablet,17,63.75,0.15,921.19
2024-05-07,South,Furniture,Chair,32,328.07,0.1,9448.42
2024-05-07,South,Office Supplies,Stapler,13,219.41,0.15,2424.48
2024-05-07,East,Electronics,Laptop,8,105.0,0.05,798.0
2024-05-07,East,Furniture,Shelf,30,307.69,0.15,7846.1
2024-05-07,East,Office Supplies,Stapler,34,255.4,0.0,8683.6
2024-05-07,West,Electronics,Laptop,24,105.94,0.1,2288.3
2024-05-07,West,Furniture,Chair,6,302.09,0.0,1812.54
2024-05-07,West,Office Supplies,Printer Ink,16,54.91,0.05,834.63
2024-05-08,North,Electronics,Phone,15,425.0,0.1,5737.5
2024-05-08,North,Furniture,Desk,30,439.67,0.05,12530.6
2024-05-08,North,Office Supplies,Paper,48,255.14,0.0,12246.72
2024-05-08,South,Electronics,Phone,47,489.55,0.1,20707.97
2024-05-08,South,Furniture,Chair,23,180.41,0.1,3734.49
2024-05-08,South,Office Supplies,Stapler,37,419.65,0.1,13974.34
2024-05-08,East,Electronics,Laptop,41,352.18,0.05,13717.41
2024-05-08,East,Furniture,Shelf,39,240.63,0.05,8915.34
2024-05-08,East,Office Supplies,Paper,27,292.91,0.05,7513.14
2024-05-08,West,Electronics,Phone,49,83.84,0.15,3491.94
2024-05-08,West,Furniture,Shelf,26,442.21,0.15,9772.84
2024-05-08,West,Office Supplies,Paper,29,216.36,0.05,5960.72
2024-05-09,North,Electronics,Phone,27,252.23,0.1,6129.19
2024-05-09,North,Furniture,Chair,17,305.01,0.1,4666.65
2024-05-09,North,Office Supplies,Stapler,37,334.83,0.1,11149.84
2024-05-09,South,Electronics,Phone,31,293.74,0.05,8650.64
2024-05-09,South,Furniture,Shelf,44,142.18,0.1,5630.33
2024-05-09,South,Office Supplies,Printer Ink,24,355.68,0.1,7682.69
2024-05-09,East,Electronics,Laptop,49,217.95,0.0,10679.55
2024-05-09,East,Furniture,Chair,44,312.85,0.0,13765.4
2024-05-09,East,Office Supplies,Paper,27,172.31,0.05,4419.75
2024-05-09,West,Electronics,Laptop,32,307.66,0.0,9845.12
2024-05-09,West,Furniture,Chair,29,173.14,0.0,5021.06
2024-05-09,West,Office Supplies,Printer Ink,15,157.1,0.05,2238.67
2024-05-10,North,Electronics,Tablet,49,172.97,0.05,8051.75
2024-05-10,North,Furniture,Shelf,39,49.23,0.1,1727.97
2024-05-10,North,Office Supplies,Printer Ink,28,270.26,0.05,7188.92
2024-05-10,South,Electronics,Laptop,40,152.26,0.0,6090.4
2024-05-10,South,Furniture,Chair,47,302.28,0.15,12076.09
2024-05-10,South,Office Supplies,Printer Ink,33,408.88,0.1,12143.74
2024-05-10,East,Electronics,Laptop,20,161.96,0.0,3239.2
2024-05-10,East,Furniture,Desk,46,106.78,0.05,4666.29
2024-05-10,East,Office Supplies,Stapler,22,167.08,0.0,3675.76
2024-05-10,West,Electronics,Laptop,10,303.03,0.05,2878.78
2024-05-10,West,Furniture,Desk,47,62.14,0.05,2774.55
2024-05-10,West,Office Supplies,Printer Ink,34,363.15,0.05,11729.74
2024-05-11,North,Electronics,Laptop,13,310.32,0.15,3429.04
2024-05-11,North,Furniture,Shelf,44,341.06,0.0,15006.64
2024-05-11,North,Office Supplies,Printer Ink,8,147.68,0.1,1063.3
2024-05-11,South,Electronics,Phone,9,240.09,0.15,1836.69
2024-05-11,South,Furniture,Shelf,22,445.24,0.0,9795.28
2024-05-11,South,Office Supplies,Paper,8,498.54,0.05,3788.9
2024-05-11,East,Electronics,Laptop,35,83.81,0.1,2640.02
2024-05-11,East,Furniture,Shelf,13,86.06,0.1,1006.9
2024-05-11,East,Office Supplies,Stapler,41,86.3,0.0,3538.3
2024-05-11,West,Electronics,Laptop,16,191.15,0.15,2599.64
2024-05-11,West,Furniture,Desk,11,170.05,0.15,1589.97
2024-05-11,West,Office Supplies,Stapler,43,488.75,0.1,18914.62
2024-05-12,North,Electronics,Laptop,27,205.25,0.05,5264.66
2024-05-12,North,Furniture,Shelf,9,387.61,0.0,3488.49
2024-05-12,North,Office Supplies,Stapler,24,208.91,0.0,5013.84
2024-05-12,South,Electronics,Laptop,6,483.3,0.05,2754.81
2024-05-12,South,Furniture,Shelf,32,119.27,0.05,3625.81
2024-05-12,South,Office Supplies,Stapler,39,225.18,0.05,8342.92
2024-05-12,East,Electronics,Laptop,23,211.17,0.15,4128.37
2024-05-12,East,Furniture,Shelf,20,409.8,0.0,8196.0
2024-05-12,East,Office Supplies,Stapler,29,175.39,0.1,4577.68
2024-05-12,West,Electronics,Phone,18,107.75,0.05,1842.52
2024-05-12,West,Furniture,Shelf,34,182.84,0.0,6216.56
2024-05-12,West,Office Supplies,Stapler,44,409.95,0.05,17135.91
2024-05-13,North,Electronics,Phone,46,282.04,0.0,12973.84
2024-05-13,North,Furniture,Desk,11,431.47,0.05,4508.86
2024-05-13,North,Office Supplies,Paper,10,351.35,0.1,3162.15
2024-05-13,South,Electronics,Tablet,33,177.52,0.1,5272.34
2024-05-13,South,Furniture,Desk,28,131.01,0.1,3301.45
2024-05-13,South,Office Supplies,Stapler,38,50.57,0.1,1729.49
2024-05-13,East,Electronics,Tablet,18,233.8,0.15,3577.14
2024-05-13,East,Furniture,Desk,43,380.88,0.15,13921.16
2024-05-13,East,Office Supplies,Stapler,24,158.93,0.05,3623.6
2024-05-13,West,Electronics,Phone,11,83.21,0.0,915.31
2024-05-13,West,Furniture,Desk,12,345.31,0.15,3522.16
2024-05-13,West,Office Supplies,Stapler,7,101.05,0.15,601.25
2024-05-14,North,Electronics,Phone,31,480.55,0.15,12662.49
2024-05-14,North,Furniture,Chair,11,204.03,0.0,2244.33
2024-05-14,North,Office Supplies,Stapler,15,344.79,0.0,5171.85
2024-05-14,South,Electronics,Tablet,40,297.36,0.1,10704.96
2024-05-14,South,Furniture,Shelf,21,241.23,0.0,5065.83
2024-05-14,South,Office Supplies,Stapler,39,422.65,0.1,14835.02
2024-05-14,East,Electronics,Laptop,35,88.16,0.15,2622.76
2024-05-14,East,Furniture,Shelf,22,215.73,0.05,4508.76
2024-05-14,East,Office Supplies,Printer Ink,19,54.04,0.1,924.08
2024-05-14,West,Electronics,Phone,40,131.87,0.1,4747.32
2024-05-14,West,Furniture,Shelf,17,163.17,0.15,2357.81
2024-05-14,West,Office Supplies,Paper,36,497.83,0.15,15233.6
2024-05-15,North,Electronics,Laptop,17,488.37,0.05,7887.18
2024-05-15,North,Furniture,Shelf,48,273.23,0.0,13115.04
2024-05-15,North,Office Supplies,Printer Ink,22,231.52,0.0,5093.44
2024-05-15,South,Electronics,Phone,35,78.51,0.0,2747.85
2024-05-15,South,Furniture,Chair,18,491.71,0.05,8408.24
2024-05-15,South,Office Supplies,Printer Ink,21,236.61,0.0,4968.81
2024-05-15,East,Electronics,Tablet,33,244.63,0.0,8072.79
2024-05-15,East,Furniture,Desk,26,113.94,0.15,2518.07
2024-05-15,East,Office Supplies,Printer Ink,47,239.85,0.05,10709.3
2024-05-15,West,Electronics,Phone,6,466.8,0.1,2520.72
2024-05-15,West,Furniture,Chair,34,306.1,0.1,9366.66
2024-05-15,West,Office Supplies,Paper,9,144.61,0.15,1106.27
2024-05-16,North,Electronics,Phone,45,293.97,0.0,13228.65
2024-05-16,North,Furniture,Desk,46,125.42,0.0,5769.32
2024-05-16,North,Office Supplies,Stapler,40,266.23,0.05,10116.74
2024-05-16,South,Electronics,Tablet,38,100.55,0.05,3629.86
2024-05-16,South,Furniture,Shelf,37,367.53,0.0,13598.61
2024-05-16,South,Office Supplies,Stapler,37,358.67,0.15,11280.17
2024-05-16,East,Electronics,Laptop,22,55.04,0.1,1089.79
2024-05-16,East,Furniture,Desk,32,132.56,0.1,3817.73
2024-05-16,East,Office Supplies,Printer Ink,20,131.67,0.05,2501.73
2024-05-16,West,Electronics,Tablet,28,38.7,0.0,1083.6
2024-05-16,West,Furniture,Chair,17,374.76,0.1,5733.83
2024-05-16,West,Office Supplies,Stapler,46,441.18,0.05,19279.57
2024-05-17,North,Electronics,Phone,34,393.46,0.05,12708.76
2024-05-17,North,Furniture,Shelf,11,251.95,0.05,2632.88
2024-05-17,North,Office Supplies,Stapler,44,154.13,0.05,6442.63
2024-05-17,South,Electronics,Laptop,8,496.23,0.15,3374.36
2024-05-17,South,Furniture,Chair,47,148.2,0.05,6617.13
2024-05-17,South,Office Supplies,Printer Ink,13,23.35,0.15,258.02
2024-05-17,East,Electronics,Tablet,10,181.92,0.15,1546.32
2024-05-17,East,Furniture,Shelf,42,496.11,0.05,19794.79
2024-05-17,East,Office Supplies,Paper,28,278.04,0.1,7006.61
2024-05-17,West,Electronics,Phone,26,286.66,0.1,6707.84
2024-05-17,West,Furniture,Shelf,34,230.55,0.1,7054.83
2024-05-17,West,Office Supplies,Printer Ink,33,373.96,0.05,11723.65
2024-05-18,North,Electronics,Tablet,5,477.63,0.15,2029.93
2024-05-18,North,Furniture,Chair,21,171.02,0.1,3232.28
2024-05-18,North,Office Supplies,Paper,19,395.92,0.05,7146.36
2024-05-18,South,Electronics,Phone,23,176.62,0.05,3859.15
2024-05-18,South,Furniture,Shelf,5,414.2,0.0,2071.0
2024-05-18,South,Office Supplies,Printer Ink,41,102.5,0.0,4202.5
2024-05-18,East,Electronics,Phone,25,432.63,0.15,9193.39
2024-05-18,East,Furniture,Shelf,44,121.9,0.15,4559.06
2024-05-18,East,Office Supplies,Paper,40,468.7,0.1,16873.2
2024-05-18,West,Electronics,Laptop,27,490.78,0.0,13251.06
2024-05-18,West,Furniture,Shelf,48,158.7,0.05,7236.72
2024-05-18,West,Office Supplies,Paper,8,382.18,0.15,2598.82
2024-05-19,North,Electronics,Phone,36,351.8,0.05,12031.56
2024-05-19,North,Furniture,Chair,21,261.61,0.05,5219.12
2024-05-19,North,Office Supplies,Printer Ink,36,217.38,0.0,7825.68
2024-05-19,South,Electronics,Tablet,10,400.7,0.05,3806.65
2024-05-19,South,Furniture,Desk,37,39.11,0.05,1374.72
2024-05-19,South,Office Supplies,Paper,11,145.24,0.1,1437.88
2024-05-19,East,Electronics,Tablet,37,40.69,0.0,1505.53
2024-05-19,East,Furniture,Shelf,31,474.93,0.0,14722.83
2024-05-19,East,Office Supplies,Printer Ink,37,263.91,0.05,9276.44
2024-05-19,West,Electronics,Phone,20,392.11,0.05,7450.09
2024-05-19,West,Furniture,Shelf,19,321.71,0.0,6112.49
2024-05-19,West,Office Supplies,Printer Ink,37,470.27,0.1,15659.99
2024-05-20,North,Electronics,Phone,7,416.45,0.1,2623.64
2024-05-20,North,Furniture,Chair,47,53.14,0.0,2497.58
2024-05-20,North,Office Supplies,Paper,18,342.27,0.05,5852.82
2024-05-20,South,Electronics,Phone,14,91.28,0.05,1214.02
2024-05-20,South,Furniture,Chair,40,284.93,0.15,9687.62
2024-05-20,South,Office Supplies,Paper,37,114.41,0.1,3809.85
2024-05-20,East,Electronics,Phone,46,290.91,0.15,11374.58
2024-05-20,East,Furniture,Desk,36,194.0,0.1,6285.6
2024-05-20,East,Office Supplies,Paper,6,201.55,0.05,1148.84
2024-05-20,West,Electronics,Phone,17,184.61,0.1,2824.53
2024-05-20,West,Furniture,Chair,30,171.73,0.05,4894.3
2024-05-20,West,Office Supplies,Paper,41,192.99,0.0,7912.59
2024-05-21,North,Electronics,Tablet,45,58.68,0.15,2244.51
2024-05-21,North,Furniture,Chair,37,63.08,0.0,2333.96
2024-05-21,North,Office Supplies,Paper,6,210.69,0.15,1074.52
2024-05-21,South,Electronics,Tablet,28,167.69,0.0,4695.32
2024-05-21,South,Furniture,Desk,34,118.78,0.1,3634.67
2024-05-21,South,Office Supplies,Paper,25,233.01,0.0,5825.25
2024-05-21,East,Electronics,Tablet,49,440.77,0.05,20517.84
2024-05-21,East,Furniture,Desk,49,177.36,0.0,8690.64
2024-05-21,East,Office Supplies,Printer Ink,33,182.64,0.05,5725.76
2024-05-21,West,Electronics,Phone,24,299.9,0.1,6477.84
2024-05-21,West,Furniture,Shelf,48,43.81,0.1,1892.59
2024-05-21,West,Office Supplies,Stapler,19,123.96,0.1,2119.72
2024-05-22,North,Electronics,Phone,30,461.22,0.0,13836.6
2024-05-22,North,Furniture,Chair,30,145.64,0.0,4369.2
2024-05-22,North,Office Supplies,Printer Ink,36,254.74,0.05,8712.11
2024-05-22,South,Electronics,Laptop,46,285.71,0.15,11171.26
2024-05-22,South,Furniture,Desk,16,409.67,0.1,5899.25
2024-05-22,South,Office Supplies,Stapler,47,402.22,0.05,17959.12
2024-05-22,East,Electronics,Phone,12,401.09,0.0,4813.08
2024-05-22,East,Furniture,Chair,11,182.83,0.15,1709.46
2024-05-22,East,Office Supplies,Paper,5,44.61,0.05,211.9
2024-05-22,West,Electronics,Tablet,20,205.98,0.15,3501.66
2024-05-22,West,Furniture,Desk,43,191.35,0.15,6993.84
2024-05-22,West,Office Supplies,Stapler,45,125.18,0.05,5351.44
2024-05-23,North,Electronics,Tablet,18,160.12,0.05,2738.05
2024-05-23,North,Furniture,Desk,49,202.63,0.1,8935.98
2024-05-23,North,Office Supplies,Paper,30,479.42,0.05,13663.47
2024-05-23,South,Electronics,Tablet,16,481.81,0.0,7708.96
2024-05-23,South,Furniture,Desk,18,141.04,0.05,2411.78
2024-05-23,South,Office Supplies,Printer Ink,25,118.87,0.15,2525.99
2024-05-23,East,Electronics,Tablet,46,489.1,0.1,20248.74
2024-05-23,East,Furniture,Desk,27,206.09,0.15,4729.77
2024-05-23,East,Office Supplies,Printer Ink,24,431.34,0.05,9834.55
2024-05-23,West,Electronics,Phone,16,356.42,0.15,4847.31
2024-05-23,West,Furniture,Chair,20,168.52,0.15,2864.84
2024-05-23,West,Office Supplies,Paper,10,258.68,0.15,2198.78
2024-05-24,North,Electronics,Tablet,22,177.36,0.1,3511.73
2024-05-24,North,Furniture,Chair,34,176.4,0.15,5097.96
2024-05-24,North,Office Supplies,Stapler,36,430.18,0.05,14712.16
2024-05-24,South,Electronics,Phone,47,60.45,0.1,2557.04
2024-05-24,South,Furniture,Shelf,9,107.27,0.15,820.62
2024-05-24,South,Office Supplies,Stapler,9,359.17,0.0,3232.53
2024-05-24,East,Electronics,Laptop,19,87.46,0.05,1578.65
2024-05-24,East,Furniture,Desk,30,39.92,0.0,1197.6
2024-05-24,East,Office Supplies,Paper,15,358.08,0.05,5102.64
2024-05-24,West,Electronics,Laptop,39,167.01,0.1,5862.05
2024-05-24,West,Furniture,Chair,14,466.48,0.15,5551.11
2024-05-24,West,Office Supplies,Stapler,38,45.36,0.05,1637.5
2024-05-25,North,Electronics,Laptop,21,400.11,0.1,7562.08
2024-05-25,North,Furniture,Shelf,5,290.92,0.15,1236.41
2024-05-25,North,Office Supplies,Printer Ink,17,359.56,0.0,6112.52
2024-05-25,South,Electronics,Tablet,8,299.69,0.1,2157.77
2024-05-25,South,Furniture,Chair,16,385.86,0.05,5865.07
2024-05-25,South,Office Supplies,Printer Ink,12,177.63,0.1,1918.4
2024-05-25,East,Electronics,Phone,16,255.1,0.15,3469.36
2024-05-25,East,Furniture,Chair,15,85.46,0.15,1089.61
2024-05-25,East,Office Supplies,Printer Ink,25,406.48,0.15,8637.7
2024-05-25,West,Electronics,Laptop,46,229.4,0.05,10024.78
2024-05-25,West,Furniture,Chair,25,406.46,0.15,8637.28
2024-05-25,West,Office Supplies,Printer Ink,34,467.78,0.15,13518.84
2024-05-26,North,Electronics,Phone,11,158.18,0.05,1652.98
2024-05-26,North,Furniture,Chair,42,37.62,0.15,1343.03
2024-05-26,North,Office Supplies,Printer Ink,48,429.06,0.05,19565.14
2024-05-26,South,Electronics,Tablet,10,285.35,0.05,2710.82
2024-05-26,South,Furniture,Chair,28,175.81,0.15,4184.28
2024-05-26,South,Office Supplies,Paper,10,314.81,0.05,2990.7
2024-05-26,East,Electronics,Phone,28,248.19,0.05,6601.85
2024-05-26,East,Furniture,Desk,36,425.92,0.05,14566.46
2024-05-26,East,Office Supplies,Stapler,14,262.36,0.15,3122.08
2024-05-26,West,Electronics,Tablet,36,490.97,0.0,17674.92
2024-05-26,West,Furniture,Shelf,27,37.5,0.15,860.62
2024-05-26,West,Office Supplies,Printer Ink,27,76.63,0.15,1758.66
2024-05-27,North,Electronics,Phone,44,473.01,0.05,19771.82
2024-05-27,North,Furniture,Chair,37,208.77,0.15,6565.82
2024-05-27,North,Office Supplies,Stapler,22,179.56,0.15,3357.77
2024-05-27,South,Electronics,Laptop,34,196.06,0.05,6332.74
2024-05-27,South,Furniture,Shelf,15,436.91,0.05,6225.97
2024-05-27,South,Office Supplies,Paper,17,356.42,0.15,5150.27
2024-05-27,East,Electronics,Tablet,23,348.88,0.05,7623.03
2024-05-27,East,Furniture,Shelf,27,147.3,0.15,3380.54
2024-05-27,East,Office Supplies,Paper,16,463.83,0.0,7421.28
2024-05-27,West,Electronics,Laptop,12,102.52,0.15,1045.7
2024-05-27,West,Furniture,Desk,30,282.28,0.0,8468.4
2024-05-27,West,Office Supplies,Stapler,33,125.75,0.15,3527.29
2024-05-28,North,Electronics,Phone,16,454.99,0.15,6187.86
2024-05-28,North,Furniture,Chair,17,433.12,0.15,6258.58
2024-05-28,North,Office Supplies,Printer Ink,41,209.16,0.05,8146.78
2024-05-28,South,Electronics,Phone,44,378.17,0.0,16639.48
2024-05-28,South,Furniture,Shelf,41,277.92,0.1,10255.25
2024-05-28,South,Office Supplies,Printer Ink,17,150.34,0.05,2427.99
2024-05-28,East,Electronics,Tablet,19,116.86,0.1,1998.31
2024-05-28,East,Furniture,Shelf,44,213.14,0.1,8440.34
2024-05-28,East,Office Supplies,Stapler,19,108.34,0.0,2058.46
2024-05-28,West,Electronics,Tablet,5,120.34,0.15,511.45
2024-05-28,West,Furniture,Chair,41,497.85,0.0,20411.85
2024-05-28,West,Office Supplies,Paper,49,232.56,0.1,10255.9
2024-05-29,North,Electronics,Laptop,27,477.01,0.05,12235.31
2024-05-29,North,Furniture,Desk,8,422.53,0.1,3042.22
2024-05-29,North,Office Supplies,Paper,46,36.53,0.15,1428.32
2024-05-29,South,Electronics,Tablet,41,164.87,0.0,6759.67
2024-05-29,South,Furniture,Desk,16,213.46,0.15,2903.06
2024-05-29,South,Office Supplies,Printer Ink,32,418.19,0.0,13382.08
2024-05-29,East,Electronics,Tablet,38,380.68,0.05,13742.55
